date,hour,store_id,solar_kwh,solar_capacity_kw,efficiency_pct
2025-10-20,8,RS-004,8.72,40.0,21.8
2025-10-20,9,RS-004,18.63,40.0,46.6
2025-10-20,10,RS-004,19.67,40.0,49.2
2025-10-20,11,RS-004,12.98,40.0,32.5
2025-10-20,12,RS-004,30.16,40.0,75.4
2025-10-20,13,RS-004,10.7,40.0,26.7
2025-10-20,14,RS-004,13.34,40.0,33.4
2025-10-20,15,RS-004,10.12,40.0,25.3
2025-10-20,16,RS-004,11.18,40.0,27.9
2025-10-21,8,RS-004,7.72,40.0,19.3
2025-10-21,9,RS-004,11.47,40.0,28.7
2025-10-21,10,RS-004,11.96,40.0,29.9
2025-10-21,11,RS-004,14.42,40.0,36.0
2025-10-21,12,RS-004,24.57,40.0,61.4
2025-10-21,13,RS-004,20.06,40.0,50.1
2025-10-21,14,RS-004,21.38,40.0,53.4
2025-10-21,15,RS-004,10.81,40.0,27.0
2025-10-21,16,RS-004,9.33,40.0,23.3
2025-10-22,8,RS-004,4.57,40.0,11.4
2025-10-22,9,RS-004,8.81,40.0,22.0
2025-10-22,10,RS-004,22.49,40.0,56.2
2025-10-22,11,RS-004,33.2,40.0,83.0
2025-10-22,12,RS-004,17.91,40.0,44.8
2025-10-22,13,RS-004,17.21,40.0,43.0
2025-10-22,14,RS-004,10.97,40.0,27.4
2025-10-22,15,RS-004,15.0,40.0,37.5
2025-10-22,16,RS-004,4.09,40.0,10.2
2025-10-23,8,RS-004,8.01,40.0,20.0
2025-10-23,9,RS-004,21.0,40.0,52.5
2025-10-23,10,RS-004,14.29,40.0,35.7
2025-10-23,11,RS-004,14.7,40.0,36.8
2025-10-23,12,RS-004,9.59,40.0,24.0
2025-10-23,13,RS-004,32.16,40.0,80.4
2025-10-23,14,RS-004,20.54,40.0,51.3
2025-10-23,15,RS-004,15.78,40.0,39.4
2025-10-23,16,RS-004,12.21,40.0,30.5
2025-10-24,8,RS-004,6.85,40.0,17.1
2025-10-24,9,RS-004,11.61,40.0,29.0
2025-10-24,10,RS-004,13.79,40.0,34.5
2025-10-24,11,RS-004,25.94,40.0,64.9
2025-10-24,12,RS-004,14.75,40.0,36.9
2025-10-24,13,RS-004,25.47,40.0,63.7
2025-10-24,14,RS-004,10.05,40.0,25.1
2025-10-24,15,RS-004,11.86,40.0,29.6
2025-10-24,16,RS-004,9.02,40.0,22.5
2025-10-25,8,RS-004,9.52,40.0,23.8
2025-10-25,9,RS-004,10.72,40.0,26.8
2025-10-25,10,RS-004,11.31,40.0,28.3
2025-10-25,11,RS-004,22.96,40.0,57.4
2025-10-25,12,RS-004,29.86,40.0,74.6
2025-10-25,13,RS-004,24.3,40.0,60.8
2025-10-25,14,RS-004,22.39,40.0,56.0
2025-10-25,15,RS-004,16.9,40.0,42.2
2025-10-25,16,RS-004,9.24,40.0,23.1
2025-10-26,8,RS-004,6.17,40.0,15.4
2025-10-26,9,RS-004,12.01,40.0,30.0
2025-10-26,10,RS-004,10.5,40.0,26.2
2025-10-26,11,RS-004,33.13,40.0,82.8
2025-10-26,12,RS-004,26.0,40.0,65.0
2025-10-26,13,RS-004,26.82,40.0,67.0
2025-10-26,14,RS-004,19.93,40.0,49.8
2025-10-26,15,RS-004,10.34,40.0,25.9
2025-10-26,16,RS-004,6.15,40.0,15.4
2025-10-27,8,RS-004,10.46,40.0,26.2
2025-10-27,9,RS-004,8.35,40.0,20.9
2025-10-27,10,RS-004,10.45,40.0,26.1
2025-10-27,11,RS-004,25.59,40.0,64.0
2025-10-27,12,RS-004,33.66,40.0,84.1
2025-10-27,13,RS-004,22.37,40.0,55.9
2025-10-27,14,RS-004,17.45,40.0,43.6
2025-10-27,15,RS-004,12.46,40.0,31.1
2025-10-27,16,RS-004,8.06,40.0,20.2
2025-10-28,8,RS-004,11.52,40.0,28.8
2025-10-28,9,RS-004,7.67,40.0,19.2
2025-10-28,10,RS-004,22.31,40.0,55.8
2025-10-28,11,RS-004,13.83,40.0,34.6
2025-10-28,12,RS-004,20.34,40.0,50.8
2025-10-28,13,RS-004,27.31,40.0,68.3
2025-10-28,14,RS-004,25.33,40.0,63.3
2025-10-28,15,RS-004,13.17,40.0,32.9
2025-10-28,16,RS-004,8.35,40.0,20.9
2025-10-29,8,RS-004,4.97,40.0,12.4
2025-10-29,9,RS-004,20.95,40.0,52.4
2025-10-29,10,RS-004,21.37,40.0,53.4
2025-10-29,11,RS-004,22.95,40.0,57.4
2025-10-29,12,RS-004,9.93,40.0,24.8
2025-10-29,13,RS-004,9.02,40.0,22.5
2025-10-29,14,RS-004,9.27,40.0,23.2
2025-10-29,15,RS-004,11.45,40.0,28.6
2025-10-29,16,RS-004,9.47,40.0,23.7
2025-10-30,8,RS-004,8.75,40.0,21.9
2025-10-30,9,RS-004,8.94,40.0,22.3
2025-10-30,10,RS-004,20.31,40.0,50.8
2025-10-30,11,RS-004,22.68,40.0,56.7
2025-10-30,12,RS-004,12.12,40.0,30.3
2025-10-30,13,RS-004,24.44,40.0,61.1
2025-10-30,14,RS-004,8.37,40.0,20.9
2025-10-30,15,RS-004,7.85,40.0,19.6
2025-10-30,16,RS-004,7.79,40.0,19.5
2025-10-31,8,RS-004,6.62,40.0,16.6
2025-10-31,9,RS-004,17.3,40.0,43.2
2025-10-31,10,RS-004,25.74,40.0,64.3
2025-10-31,11,RS-004,28.19,40.0,70.5
2025-10-31,12,RS-004,25.11,40.0,62.8
2025-10-31,13,RS-004,10.64,40.0,26.6
2025-10-31,14,RS-004,21.14,40.0,52.8
2025-10-31,15,RS-004,20.79,40.0,52.0
2025-10-31,16,RS-004,8.7,40.0,21.7
2025-11-01,8,RS-004,12.11,40.0,30.3
2025-11-01,9,RS-004,8.82,40.0,22.1
2025-11-01,10,RS-004,9.1,40.0,22.7
2025-11-01,11,RS-004,24.96,40.0,62.4
2025-11-01,12,RS-004,20.99,40.0,52.5
2025-11-01,13,RS-004,27.39,40.0,68.5
2025-11-01,14,RS-004,23.2,40.0,58.0
2025-11-01,15,RS-004,17.41,40.0,43.5
2025-11-01,16,RS-004,7.1,40.0,17.8
2025-11-02,8,RS-004,7.79,40.0,19.5
2025-11-02,9,RS-004,18.61,40.0,46.5
2025-11-02,10,RS-004,14.94,40.0,37.4
2025-11-02,11,RS-004,18.51,40.0,46.3
2025-11-02,12,RS-004,23.68,40.0,59.2
2025-11-02,13,RS-004,12.42,40.0,31.1
2025-11-02,14,RS-004,20.0,40.0,50.0
2025-11-02,15,RS-004,14.66,40.0,36.6
2025-11-02,16,RS-004,6.53,40.0,16.3
2025-11-03,8,RS-004,3.84,40.0,9.6
2025-11-03,9,RS-004,16.3,40.0,40.8
2025-11-03,10,RS-004,24.72,40.0,61.8
2025-11-03,11,RS-004,9.16,40.0,22.9
2025-11-03,12,RS-004,26.76,40.0,66.9
2025-11-03,13,RS-004,33.3,40.0,83.2
2025-11-03,14,RS-004,9.4,40.0,23.5
2025-11-03,15,RS-004,11.69,40.0,29.2
2025-11-03,16,RS-004,6.75,40.0,16.9
2025-11-04,8,RS-004,5.83,40.0,14.6
2025-11-04,9,RS-004,18.05,40.0,45.1
2025-11-04,10,RS-004,7.66,40.0,19.1
2025-11-04,11,RS-004,28.62,40.0,71.5
2025-11-04,12,RS-004,28.34,40.0,70.9
2025-11-04,13,RS-004,28.58,40.0,71.4
2025-11-04,14,RS-004,18.08,40.0,45.2
2025-11-04,15,RS-004,10.86,40.0,27.1
2025-11-04,16,RS-004,10.08,40.0,25.2
2025-11-05,8,RS-004,3.62,40.0,9.0
2025-11-05,9,RS-004,15.59,40.0,39.0
2025-11-05,10,RS-004,14.97,40.0,37.4
2025-11-05,11,RS-004,21.1,40.0,52.8
2025-11-05,12,RS-004,17.38,40.0,43.5
2025-11-05,13,RS-004,25.09,40.0,62.7
2025-11-05,14,RS-004,22.04,40.0,55.1
2025-11-05,15,RS-004,14.35,40.0,35.9
2025-11-05,16,RS-004,6.68,40.0,16.7
2025-11-06,8,RS-004,5.24,40.0,13.1
2025-11-06,9,RS-004,11.07,40.0,27.7
2025-11-06,10,RS-004,12.01,40.0,30.0
2025-11-06,11,RS-004,28.32,40.0,70.8
2025-11-06,12,RS-004,19.96,40.0,49.9
2025-11-06,13,RS-004,22.04,40.0,55.1
2025-11-06,14,RS-004,19.61,40.0,49.0
2025-11-06,15,RS-004,14.54,40.0,36.4
2025-11-06,16,RS-004,5.33,40.0,13.3
2025-11-07,8,RS-004,8.55,40.0,21.4
2025-11-07,9,RS-004,8.76,40.0,21.9
2025-11-07,10,RS-004,23.18,40.0,58.0
2025-11-07,11,RS-004,11.81,40.0,29.5
2025-11-07,12,RS-004,15.72,40.0,39.3
2025-11-07,13,RS-004,12.53,40.0,31.3
2025-11-07,14,RS-004,11.6,40.0,29.0
2025-11-07,15,RS-004,11.22,40.0,28.1
2025-11-07,16,RS-004,4.86,40.0,12.2
2025-11-08,8,RS-004,12.08,40.0,30.2
2025-11-08,9,RS-004,21.27,40.0,53.2
2025-11-08,10,RS-004,23.78,40.0,59.5
2025-11-08,11,RS-004,15.57,40.0,38.9
2025-11-08,12,RS-004,13.22,40.0,33.1
2025-11-08,13,RS-004,25.69,40.0,64.2
2025-11-08,14,RS-004,27.99,40.0,70.0
2025-11-08,15,RS-004,20.3,40.0,50.8
2025-11-08,16,RS-004,3.76,40.0,9.4
2025-11-09,8,RS-004,7.05,40.0,17.6
2025-11-09,9,RS-004,9.85,40.0,24.6
2025-11-09,10,RS-004,9.41,40.0,23.5
2025-11-09,11,RS-004,27.65,40.0,69.1
2025-11-09,12,RS-004,10.22,40.0,25.6
2025-11-09,13,RS-004,15.96,40.0,39.9
2025-11-09,14,RS-004,12.16,40.0,30.4
2025-11-09,15,RS-004,11.29,40.0,28.2
2025-11-09,16,RS-004,6.52,40.0,16.3
2025-11-10,8,RS-004,9.92,40.0,24.8
2025-11-10,9,RS-004,14.56,40.0,36.4
2025-11-10,10,RS-004,9.02,40.0,22.5
2025-11-10,11,RS-004,17.04,40.0,42.6
2025-11-10,12,RS-004,23.1,40.0,57.8
2025-11-10,13,RS-004,12.03,40.0,30.1
2025-11-10,14,RS-004,20.68,40.0,51.7
2025-11-10,15,RS-004,12.02,40.0,30.0
2025-11-10,16,RS-004,5.18,40.0,13.0
2025-11-11,8,RS-004,5.54,40.0,13.9
2025-11-11,9,RS-004,11.98,40.0,29.9
2025-11-11,10,RS-004,20.09,40.0,50.2
2025-11-11,11,RS-004,32.18,40.0,80.5
2025-11-11,12,RS-004,12.91,40.0,32.3
2025-11-11,13,RS-004,18.16,40.0,45.4
2025-11-11,14,RS-004,24.21,40.0,60.5
2025-11-11,15,RS-004,15.75,40.0,39.4
2025-11-11,16,RS-004,5.01,40.0,12.5
2025-11-12,8,RS-004,8.34,40.0,20.8
2025-11-12,9,RS-004,6.5,40.0,16.2
2025-11-12,10,RS-004,11.54,40.0,28.8
2025-11-12,11,RS-004,30.21,40.0,75.5
2025-11-12,12,RS-004,13.81,40.0,34.5
2025-11-12,13,RS-004,19.84,40.0,49.6
2025-11-12,14,RS-004,11.69,40.0,29.2
2025-11-12,15,RS-004,20.08,40.0,50.2
2025-11-12,16,RS-004,11.74,40.0,29.3
2025-11-13,8,RS-004,7.82,40.0,19.6
2025-11-13,9,RS-004,12.1,40.0,30.2
2025-11-13,10,RS-004,23.5,40.0,58.8
2025-11-13,11,RS-004,10.74,40.0,26.9
2025-11-13,12,RS-004,15.26,40.0,38.1
2025-11-13,13,RS-004,18.21,40.0,45.5
2025-11-13,14,RS-004,9.3,40.0,23.2
2025-11-13,15,RS-004,9.37,40.0,23.4
2025-11-13,16,RS-004,8.8,40.0,22.0
2025-11-14,8,RS-004,3.46,40.0,8.6
2025-11-14,9,RS-004,16.68,40.0,41.7
2025-11-14,10,RS-004,12.93,40.0,32.3
2025-11-14,11,RS-004,25.27,40.0,63.2
2025-11-14,12,RS-004,17.64,40.0,44.1
2025-11-14,13,RS-004,20.76,40.0,51.9
2025-11-14,14,RS-004,17.85,40.0,44.6
2025-11-14,15,RS-004,10.09,40.0,25.2
2025-11-14,16,RS-004,9.73,40.0,24.3
2025-11-15,8,RS-004,10.02,40.0,25.1
2025-11-15,9,RS-004,12.28,40.0,30.7
2025-11-15,10,RS-004,22.52,40.0,56.3
2025-11-15,11,RS-004,23.99,40.0,60.0
2025-11-15,12,RS-004,26.23,40.0,65.6
2025-11-15,13,RS-004,28.16,40.0,70.4
2025-11-15,14,RS-004,7.85,40.0,19.6
2025-11-15,15,RS-004,11.16,40.0,27.9
2025-11-15,16,RS-004,11.01,40.0,27.5
2025-11-16,8,RS-004,4.89,40.0,12.2
2025-11-16,9,RS-004,9.43,40.0,23.6
2025-11-16,10,RS-004,12.17,40.0,30.4
2025-11-16,11,RS-004,24.07,40.0,60.2
2025-11-16,12,RS-004,14.62,40.0,36.5
2025-11-16,13,RS-004,18.5,40.0,46.2
2025-11-16,14,RS-004,8.62,40.0,21.5
2025-11-16,15,RS-004,17.56,40.0,43.9
2025-11-16,16,RS-004,11.06,40.0,27.7
2025-11-17,8,RS-004,10.01,40.0,25.0
2025-11-17,9,RS-004,10.15,40.0,25.4
2025-11-17,10,RS-004,24.18,40.0,60.5
2025-11-17,11,RS-004,27.59,40.0,69.0
2025-11-17,12,RS-004,31.28,40.0,78.2
2025-11-17,13,RS-004,17.09,40.0,42.7
2025-11-17,14,RS-004,22.25,40.0,55.6
2025-11-17,15,RS-004,14.7,40.0,36.8
2025-11-17,16,RS-004,7.27,40.0,18.2
2025-11-18,8,RS-004,4.03,40.0,10.1
2025-11-18,9,RS-004,9.32,40.0,23.3
2025-11-18,10,RS-004,16.9,40.0,42.2
2025-11-18,11,RS-004,11.45,40.0,28.6
2025-11-18,12,RS-004,26.41,40.0,66.0
2025-11-18,13,RS-004,17.61,40.0,44.0
2025-11-18,14,RS-004,18.94,40.0,47.4
2025-11-18,15,RS-004,13.3,40.0,33.2
2025-11-18,16,RS-004,6.18,40.0,15.4
2025-11-19,8,RS-004,7.46,40.0,18.6
2025-11-19,9,RS-004,13.29,40.0,33.2
2025-11-19,10,RS-004,25.2,40.0,63.0
2025-11-19,11,RS-004,9.29,40.0,23.2
2025-11-19,12,RS-004,16.92,40.0,42.3
2025-11-19,13,RS-004,27.1,40.0,67.8
2025-11-19,14,RS-004,26.86,40.0,67.2
2025-11-19,15,RS-004,13.73,40.0,34.3
2025-11-19,16,RS-004,11.11,40.0,27.8
2025-11-20,8,RS-004,5.32,40.0,13.3
2025-11-20,9,RS-004,12.63,40.0,31.6
2025-11-20,10,RS-004,10.06,40.0,25.1
2025-11-20,11,RS-004,12.62,40.0,31.6
2025-11-20,12,RS-004,17.2,40.0,43.0
2025-11-20,13,RS-004,23.31,40.0,58.3
2025-11-20,14,RS-004,28.01,40.0,70.0
2025-11-20,15,RS-004,20.92,40.0,52.3
2025-11-20,16,RS-004,11.35,40.0,28.4
2025-11-21,8,RS-004,9.57,40.0,23.9
2025-11-21,9,RS-004,20.82,40.0,52.0
2025-11-21,10,RS-004,20.11,40.0,50.3
2025-11-21,11,RS-004,16.48,40.0,41.2
2025-11-21,12,RS-004,32.85,40.0,82.1
2025-11-21,13,RS-004,32.33,40.0,80.8
2025-11-21,14,RS-004,11.33,40.0,28.3
2025-11-21,15,RS-004,12.41,40.0,31.0
2025-11-21,16,RS-004,5.64,40.0,14.1
2025-11-22,8,RS-004,7.57,40.0,18.9
2025-11-22,9,RS-004,8.58,40.0,21.4
2025-11-22,10,RS-004,15.77,40.0,39.4
2025-11-22,11,RS-004,10.49,40.0,26.2
2025-11-22,12,RS-004,15.14,40.0,37.9
2025-11-22,13,RS-004,20.17,40.0,50.4
2025-11-22,14,RS-004,17.46,40.0,43.6
2025-11-22,15,RS-004,21.63,40.0,54.1
2025-11-22,16,RS-004,4.16,40.0,10.4
2025-11-23,8,RS-004,7.19,40.0,18.0
2025-11-23,9,RS-004,7.37,40.0,18.4
2025-11-23,10,RS-004,24.3,40.0,60.8
2025-11-23,11,RS-004,15.17,40.0,37.9
2025-11-23,12,RS-004,25.84,40.0,64.6
2025-11-23,13,RS-004,27.93,40.0,69.8
2025-11-23,14,RS-004,12.33,40.0,30.8
2025-11-23,15,RS-004,10.71,40.0,26.8
2025-11-23,16,RS-004,8.02,40.0,20.0
2025-11-24,8,RS-004,3.83,40.0,9.6
2025-11-24,9,RS-004,18.77,40.0,46.9
2025-11-24,10,RS-004,21.47,40.0,53.7
2025-11-24,11,RS-004,24.8,40.0,62.0
2025-11-24,12,RS-004,11.21,40.0,28.0
2025-11-24,13,RS-004,25.33,40.0,63.3
2025-11-24,14,RS-004,15.45,40.0,38.6
2025-11-24,15,RS-004,19.07,40.0,47.7
2025-11-24,16,RS-004,6.26,40.0,15.7
2025-11-25,8,RS-004,10.03,40.0,25.1
2025-11-25,9,RS-004,13.36,40.0,33.4
2025-11-25,10,RS-004,19.91,40.0,49.8
2025-11-25,11,RS-004,19.57,40.0,48.9
2025-11-25,12,RS-004,14.0,40.0,35.0
2025-11-25,13,RS-004,21.63,40.0,54.1
2025-11-25,14,RS-004,14.0,40.0,35.0
2025-11-25,15,RS-004,5.73,40.0,14.3
2025-11-25,16,RS-004,5.05,40.0,12.6
2025-11-26,8,RS-004,11.15,40.0,27.9
2025-11-26,9,RS-004,12.55,40.0,31.4
2025-11-26,10,RS-004,22.88,40.0,57.2
2025-11-26,11,RS-004,28.42,40.0,71.0
2025-11-26,12,RS-004,17.69,40.0,44.2
2025-11-26,13,RS-004,29.89,40.0,74.7
2025-11-26,14,RS-004,8.13,40.0,20.3
2025-11-26,15,RS-004,6.4,40.0,16.0
2025-11-26,16,RS-004,4.42,40.0,11.1
2025-11-27,8,RS-004,6.76,40.0,16.9
2025-11-27,9,RS-004,19.06,40.0,47.6
2025-11-27,10,RS-004,13.83,40.0,34.6
2025-11-27,11,RS-004,19.21,40.0,48.0
2025-11-27,12,RS-004,26.61,40.0,66.5
2025-11-27,13,RS-004,25.74,40.0,64.3
2025-11-27,14,RS-004,17.76,40.0,44.4
2025-11-27,15,RS-004,17.11,40.0,42.8
2025-11-27,16,RS-004,4.26,40.0,10.7
2025-11-28,8,RS-004,10.78,40.0,26.9
2025-11-28,9,RS-004,20.92,40.0,52.3
2025-11-28,10,RS-004,8.85,40.0,22.1
2025-11-28,11,RS-004,8.82,40.0,22.1
2025-11-28,12,RS-004,35.03,40.0,87.6
2025-11-28,13,RS-004,29.06,40.0,72.6
2025-11-28,14,RS-004,16.67,40.0,41.7
2025-11-28,15,RS-004,15.92,40.0,39.8
2025-11-28,16,RS-004,10.0,40.0,25.0
2025-11-29,8,RS-004,10.67,40.0,26.7
2025-11-29,9,RS-004,14.44,40.0,36.1
2025-11-29,10,RS-004,25.23,40.0,63.1
2025-11-29,11,RS-004,19.65,40.0,49.1
2025-11-29,12,RS-004,24.27,40.0,60.7
2025-11-29,13,RS-004,18.8,40.0,47.0
2025-11-29,14,RS-004,12.8,40.0,32.0
2025-11-29,15,RS-004,16.27,40.0,40.7
2025-11-29,16,RS-004,9.67,40.0,24.2
2025-11-30,8,RS-004,6.61,40.0,16.5
2025-11-30,9,RS-004,9.63,40.0,24.1
2025-11-30,10,RS-004,16.46,40.0,41.2
2025-11-30,11,RS-004,18.69,40.0,46.7
2025-11-30,12,RS-004,22.88,40.0,57.2
2025-11-30,13,RS-004,28.36,40.0,70.9
2025-11-30,14,RS-004,10.97,40.0,27.4
2025-11-30,15,RS-004,18.31,40.0,45.8
2025-11-30,16,RS-004,4.35,40.0,10.9
2025-12-01,8,RS-004,12.17,40.0,30.4
2025-12-01,9,RS-004,17.03,40.0,42.6
2025-12-01,10,RS-004,23.41,40.0,58.5
2025-12-01,11,RS-004,9.23,40.0,23.1
2025-12-01,12,RS-004,12.58,40.0,31.4
2025-12-01,13,RS-004,16.41,40.0,41.0
2025-12-01,14,RS-004,18.59,40.0,46.5
2025-12-01,15,RS-004,18.98,40.0,47.5
2025-12-01,16,RS-004,5.79,40.0,14.5
2025-12-02,8,RS-004,9.62,40.0,24.1
2025-12-02,9,RS-004,21.21,40.0,53.0
2025-12-02,10,RS-004,7.75,40.0,19.4
2025-12-02,11,RS-004,26.03,40.0,65.1
2025-12-02,12,RS-004,22.7,40.0,56.8
2025-12-02,13,RS-004,24.66,40.0,61.7
2025-12-02,14,RS-004,18.25,40.0,45.6
2025-12-02,15,RS-004,14.24,40.0,35.6
2025-12-02,16,RS-004,8.39,40.0,21.0
2025-12-03,8,RS-004,3.73,40.0,9.3
2025-12-03,9,RS-004,14.37,40.0,35.9
2025-12-03,10,RS-004,20.54,40.0,51.3
2025-12-03,11,RS-004,14.81,40.0,37.0
2025-12-03,12,RS-004,29.09,40.0,72.7
2025-12-03,13,RS-004,17.07,40.0,42.7
2025-12-03,14,RS-004,14.98,40.0,37.5
2025-12-03,15,RS-004,9.74,40.0,24.3
2025-12-03,16,RS-004,6.37,40.0,15.9
2025-12-04,8,RS-004,5.19,40.0,13.0
2025-12-04,9,RS-004,16.37,40.0,40.9
2025-12-04,10,RS-004,17.27,40.0,43.2
2025-12-04,11,RS-004,12.15,40.0,30.4
2025-12-04,12,RS-004,27.83,40.0,69.6
2025-12-04,13,RS-004,13.65,40.0,34.1
2025-12-04,14,RS-004,24.78,40.0,62.0
2025-12-04,15,RS-004,19.11,40.0,47.8
2025-12-04,16,RS-004,6.99,40.0,17.5
2025-12-05,8,RS-004,4.26,40.0,10.7
2025-12-05,9,RS-004,8.33,40.0,20.8
2025-12-05,10,RS-004,8.28,40.0,20.7
2025-12-05,11,RS-004,22.36,40.0,55.9
2025-12-05,12,RS-004,20.14,40.0,50.4
2025-12-05,13,RS-004,28.72,40.0,71.8
2025-12-05,14,RS-004,9.61,40.0,24.0
2025-12-05,15,RS-004,7.45,40.0,18.6
2025-12-05,16,RS-004,7.76,40.0,19.4
2025-12-06,8,RS-004,4.53,40.0,11.3
2025-12-06,9,RS-004,13.68,40.0,34.2
2025-12-06,10,RS-004,14.96,40.0,37.4
2025-12-06,11,RS-004,25.28,40.0,63.2
2025-12-06,12,RS-004,24.44,40.0,61.1
2025-12-06,13,RS-004,26.78,40.0,67.0
2025-12-06,14,RS-004,15.77,40.0,39.4
2025-12-06,15,RS-004,18.74,40.0,46.8
2025-12-06,16,RS-004,10.08,40.0,25.2
2025-12-07,8,RS-004,7.56,40.0,18.9
2025-12-07,9,RS-004,9.34,40.0,23.3
2025-12-07,10,RS-004,17.42,40.0,43.6
2025-12-07,11,RS-004,24.42,40.0,61.1
2025-12-07,12,RS-004,19.83,40.0,49.6
2025-12-07,13,RS-004,10.96,40.0,27.4
2025-12-07,14,RS-004,26.83,40.0,67.1
2025-12-07,15,RS-004,16.08,40.0,40.2
2025-12-07,16,RS-004,8.49,40.0,21.2
2025-12-08,8,RS-004,5.45,40.0,13.6
2025-12-08,9,RS-004,15.72,40.0,39.3
2025-12-08,10,RS-004,19.99,40.0,50.0
2025-12-08,11,RS-004,19.12,40.0,47.8
2025-12-08,12,RS-004,22.88,40.0,57.2
2025-12-08,13,RS-004,27.31,40.0,68.3
2025-12-08,14,RS-004,19.84,40.0,49.6
2025-12-08,15,RS-004,19.98,40.0,50.0
2025-12-08,16,RS-004,11.51,40.0,28.8
2025-12-09,8,RS-004,5.3,40.0,13.2
2025-12-09,9,RS-004,19.0,40.0,47.5
2025-12-09,10,RS-004,14.83,40.0,37.1
2025-12-09,11,RS-004,25.1,40.0,62.8
2025-12-09,12,RS-004,25.57,40.0,63.9
2025-12-09,13,RS-004,19.36,40.0,48.4
2025-12-09,14,RS-004,9.08,40.0,22.7
2025-12-09,15,RS-004,22.75,40.0,56.9
2025-12-09,16,RS-004,10.7,40.0,26.7
2025-12-10,8,RS-004,6.73,40.0,16.8
2025-12-10,9,RS-004,15.86,40.0,39.6
2025-12-10,10,RS-004,22.67,40.0,56.7
2025-12-10,11,RS-004,24.72,40.0,61.8
2025-12-10,12,RS-004,10.83,40.0,27.1
2025-12-10,13,RS-004,9.96,40.0,24.9
2025-12-10,14,RS-004,16.69,40.0,41.7
2025-12-10,15,RS-004,14.17,40.0,35.4
2025-12-10,16,RS-004,10.01,40.0,25.0
2025-12-11,8,RS-004,4.65,40.0,11.6
2025-12-11,9,RS-004,13.4,40.0,33.5
2025-12-11,10,RS-004,18.67,40.0,46.7
2025-12-11,11,RS-004,13.43,40.0,33.6
2025-12-11,12,RS-004,14.11,40.0,35.3
2025-12-11,13,RS-004,11.54,40.0,28.8
2025-12-11,14,RS-004,22.93,40.0,57.3
2025-12-11,15,RS-004,21.43,40.0,53.6
2025-12-11,16,RS-004,9.05,40.0,22.6
2025-12-12,8,RS-004,9.1,40.0,22.7
2025-12-12,9,RS-004,10.73,40.0,26.8
2025-12-12,10,RS-004,26.81,40.0,67.0
2025-12-12,11,RS-004,30.58,40.0,76.4
2025-12-12,12,RS-004,26.59,40.0,66.5
2025-12-12,13,RS-004,23.92,40.0,59.8
2025-12-12,14,RS-004,16.96,40.0,42.4
2025-12-12,15,RS-004,15.51,40.0,38.8
2025-12-12,16,RS-004,5.29,40.0,13.2
2025-12-13,8,RS-004,9.25,40.0,23.1
2025-12-13,9,RS-004,15.59,40.0,39.0
2025-12-13,10,RS-004,9.19,40.0,23.0
2025-12-13,11,RS-004,18.48,40.0,46.2
2025-12-13,12,RS-004,13.49,40.0,33.7
2025-12-13,13,RS-004,26.78,40.0,67.0
2025-12-13,14,RS-004,7.63,40.0,19.1
2025-12-13,15,RS-004,20.9,40.0,52.2
2025-12-13,16,RS-004,8.81,40.0,22.0
2025-12-14,8,RS-004,8.49,40.0,21.2
2025-12-14,9,RS-004,8.75,40.0,21.9
2025-12-14,10,RS-004,10.04,40.0,25.1
2025-12-14,11,RS-004,10.76,40.0,26.9
2025-12-14,12,RS-004,17.88,40.0,44.7
2025-12-14,13,RS-004,13.95,40.0,34.9
2025-12-14,14,RS-004,8.8,40.0,22.0
2025-12-14,15,RS-004,20.15,40.0,50.4
2025-12-14,16,RS-004,4.84,40.0,12.1
2025-12-15,8,RS-004,7.13,40.0,17.8
2025-12-15,9,RS-004,7.01,40.0,17.5
2025-12-15,10,RS-004,8.29,40.0,20.7
2025-12-15,11,RS-004,10.42,40.0,26.1
2025-12-15,12,RS-004,20.34,40.0,50.8
2025-12-15,13,RS-004,23.04,40.0,57.6
2025-12-15,14,RS-004,20.27,40.0,50.7
2025-12-15,15,RS-004,10.16,40.0,25.4
2025-12-15,16,RS-004,5.75,40.0,14.4
2025-12-16,8,RS-004,5.81,40.0,14.5
2025-12-16,9,RS-004,10.62,40.0,26.5
2025-12-16,10,RS-004,14.68,40.0,36.7
2025-12-16,11,RS-004,21.2,40.0,53.0
2025-12-16,12,RS-004,30.79,40.0,77.0
2025-12-16,13,RS-004,11.76,40.0,29.4
2025-12-16,14,RS-004,14.27,40.0,35.7
2025-12-16,15,RS-004,9.3,40.0,23.2
2025-12-16,16,RS-004,8.45,40.0,21.1
2025-12-17,8,RS-004,4.27,40.0,10.7
2025-12-17,9,RS-004,18.14,40.0,45.4
2025-12-17,10,RS-004,13.47,40.0,33.7
2025-12-17,11,RS-004,14.82,40.0,37.0
2025-12-17,12,RS-004,22.74,40.0,56.9
2025-12-17,13,RS-004,15.01,40.0,37.5
2025-12-17,14,RS-004,18.46,40.0,46.2
2025-12-17,15,RS-004,8.87,40.0,22.2
2025-12-17,16,RS-004,3.28,40.0,8.2
2025-12-18,8,RS-004,5.31,40.0,13.3
2025-12-18,9,RS-004,8.84,40.0,22.1
2025-12-18,10,RS-004,19.62,40.0,49.1
2025-12-18,11,RS-004,25.89,40.0,64.7
2025-12-18,12,RS-004,11.76,40.0,29.4
2025-12-18,13,RS-004,11.99,40.0,30.0
