po_number,po_date,supplier_id,ordered_by,quantity_liters,market_price_per_liter,actual_price_per_liter,total_cost_mmk,price_vs_market_pct,delivery_location,promised_delivery_date,actual_delivery_date,delivery_delay_days,status,order_type,ai_recommended,notes
PO-2026-0142,2025-10-28,SUP-001,Ko Zaw Lin,186.0,2985,3045,566370,2.0,RH-005,2025-10-29,2025-10-29 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0143,2025-10-29,SUP-002,Ko Zaw Lin,157.0,2907,2878,451846,-1.0,DW-001,2025-10-30,2025-10-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0144,2025-10-29,SUP-003,Ma Yin Mar,100.0,2907,3052,305200,5.0,CENTRAL-DEPOT,2025-11-01,2025-11-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0145,2025-10-29,SUP-001,Ma Yin Mar,100.0,2907,2965,296500,2.0,RS-004,2025-10-31,2025-10-31 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0146,2025-10-30,SUP-003,Ma Yin Mar,161.0,2931,3145,506345,7.3,PO-002,2025-11-03,2025-11-03 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0147,2025-10-30,SUP-004,U Min Htet,100.0,2931,2931,293100,0.0,CENTRAL-DEPOT,2025-10-31,2025-10-31 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0148,2025-10-30,SUP-004,Daw Su Su,100.0,2931,3074,307400,4.9,RC-006,2025-11-01,2025-11-01 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0149,2025-10-30,SUP-004,Ko Zaw Lin,100.0,2931,2931,293100,0.0,CENTRAL-DEPOT,2025-11-01,2025-11-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0150,2025-10-30,SUP-002,Ma Yin Mar,100.0,2931,2902,290200,-1.0,RC-003,2025-10-31,2025-10-31 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0151,2025-10-30,SUP-004,Ko Zaw Lin,100.0,2931,2931,293100,0.0,FB-004,2025-10-31,2025-10-31 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0152,2025-10-30,SUP-003,Daw Su Su,303.0,2931,3078,932634,5.0,CENTRAL-DEPOT,2025-11-02,2025-11-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0153,2025-10-30,SUP-003,Ko Zaw Lin,100.0,2931,3078,307800,5.0,FB-004,2025-11-02,2025-11-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0154,2025-10-31,SUP-004,Daw Su Su,363.0,2905,2905,1054515,0.0,CENTRAL-DEPOT,2025-11-02,2025-11-02 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0155,2025-10-31,SUP-001,Daw Su Su,166.0,2905,2963,491858,2.0,CENTRAL-DEPOT,2025-11-01,2025-11-01 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0156,2025-10-31,SUP-003,Ma Yin Mar,100.0,2905,3050,305000,5.0,RS-004,2025-11-03,2025-11-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0157,2025-10-31,SUP-003,U Min Htet,372.0,2905,3050,1134600,5.0,CENTRAL-DEPOT,2025-11-03,2025-11-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0158,2025-10-31,SUP-002,Ko Zaw Lin,100.0,2905,2876,287600,-1.0,DL-001,2025-11-02,2025-11-03 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0159,2025-11-01,SUP-003,Daw Su Su,100.0,3100,3408,340800,9.9,CENTRAL-DEPOT,2025-11-04,2025-11-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0160,2025-11-01,SUP-003,Ma Yin Mar,100.0,3100,3255,325500,5.0,FV-002,2025-11-05,2025-11-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0161,2025-11-01,SUP-004,U Min Htet,100.0,3100,3230,323000,4.2,RC-009,2025-11-03,2025-11-04 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0162,2025-11-02,SUP-004,Ko Zaw Lin,100.0,2948,2948,294800,0.0,RC-006,2025-11-03,2025-11-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0163,2025-11-02,SUP-004,U Min Htet,100.0,2948,2948,294800,0.0,RC-005,2025-11-03,2025-11-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0164,2025-11-02,SUP-004,U Min Htet,113.0,2948,2948,333124,0.0,RS-007,2025-11-03,2025-11-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0165,2025-11-02,SUP-003,U Min Htet,100.0,2948,3095,309500,5.0,RC-006,2025-11-05,2025-11-07 00:00:00,2,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0166,2025-11-02,SUP-001,Ko Zaw Lin,100.0,2948,3072,307200,4.2,FR-002,2025-11-04,2025-11-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0167,2025-11-02,SUP-002,Daw Su Su,100.0,2948,2919,291900,-1.0,CENTRAL-DEPOT,2025-11-05,2025-11-07 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0168,2025-11-02,SUP-001,Daw Su Su,211.0,2948,3147,664017,6.8,RH-002,2025-11-03,2025-11-03 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0169,2025-11-02,SUP-002,Daw Su Su,157.0,2948,2919,458283,-1.0,CENTRAL-DEPOT,2025-11-04,2025-11-05 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0170,2025-11-03,SUP-004,U Min Htet,100.0,2863,2987,298700,4.3,RS-005,2025-11-03,2025-11-04 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0171,2025-11-03,SUP-001,Ko Zaw Lin,105.0,2863,2920,306600,2.0,CENTRAL-DEPOT,2025-11-04,2025-11-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0172,2025-11-03,SUP-001,U Min Htet,349.0,2863,3033,1058517,5.9,RH-005,2025-11-04,2025-11-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0173,2025-11-03,SUP-001,U Min Htet,100.0,2863,2920,292000,2.0,FB-003,2025-11-05,2025-11-07 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0174,2025-11-03,SUP-003,Ko Zaw Lin,280.0,2863,3006,841680,5.0,RH-003,2025-11-06,2025-11-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0175,2025-11-03,SUP-004,Daw Su Su,100.0,2863,2863,286300,0.0,RC-009,2025-11-04,2025-11-04 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0176,2025-11-03,SUP-003,Ko Zaw Lin,133.0,2863,3006,399798,5.0,CENTRAL-DEPOT,2025-11-06,2025-11-07 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0177,2025-11-04,SUP-002,Ko Zaw Lin,100.0,3010,2980,298000,-1.0,CENTRAL-DEPOT,2025-11-07,2025-11-07 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0178,2025-11-04,SUP-002,U Min Htet,107.0,3010,3098,331486,2.9,CENTRAL-DEPOT,2025-11-06,2025-11-06 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0179,2025-11-04,SUP-001,Ma Yin Mar,135.0,3010,3070,414450,2.0,PO-002,2025-11-06,2025-11-06 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0180,2025-11-04,SUP-003,Daw Su Su,308.0,3010,3160,973280,5.0,CENTRAL-DEPOT,2025-11-08,2025-11-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0181,2025-11-04,SUP-002,Daw Su Su,103.0,3010,2980,306940,-1.0,CENTRAL-DEPOT,2025-11-06,2025-11-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0182,2025-11-04,SUP-003,Ko Zaw Lin,100.0,3010,3251,325100,8.0,FV-005,2025-11-08,2025-11-08 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0183,2025-11-04,SUP-002,U Min Htet,100.0,3010,2980,298000,-1.0,RS-002,2025-11-05,2025-11-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0184,2025-11-05,SUP-002,Daw Su Su,100.0,2844,2957,295700,4.0,CENTRAL-DEPOT,2025-11-07,2025-11-07 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0185,2025-11-05,SUP-004,Ko Zaw Lin,215.0,2844,2937,631455,3.3,CENTRAL-DEPOT,2025-11-06,2025-11-06 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0186,2025-11-05,SUP-004,Ma Yin Mar,100.0,2844,2950,295000,3.7,FV-003,2025-11-06,2025-11-06 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0187,2025-11-05,SUP-003,Ko Zaw Lin,100.0,2844,2986,298600,5.0,CENTRAL-DEPOT,2025-11-08,2025-11-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0188,2025-11-06,SUP-001,U Min Htet,100.0,2955,3117,311700,5.5,CENTRAL-DEPOT,2025-11-07,2025-11-09 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0189,2025-11-06,SUP-002,Daw Su Su,100.0,2955,2925,292500,-1.0,CENTRAL-DEPOT,2025-11-09,2025-11-10 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0190,2025-11-06,SUP-001,Daw Su Su,100.0,2955,3014,301400,2.0,PO-003,2025-11-08,2025-11-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0191,2025-11-06,SUP-004,U Min Htet,100.0,2955,3095,309500,4.7,CENTRAL-DEPOT,2025-11-08,2025-11-08 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0192,2025-11-06,SUP-002,Ma Yin Mar,100.0,2955,2925,292500,-1.0,RC-003,2025-11-07,2025-11-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0193,2025-11-06,SUP-002,U Min Htet,219.0,2955,2925,640575,-1.0,CENTRAL-DEPOT,2025-11-07,2025-11-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0194,2025-11-07,SUP-003,Ma Yin Mar,100.0,2778,2917,291700,5.0,CENTRAL-DEPOT,2025-11-11,2025-11-12 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0195,2025-11-07,SUP-002,Ko Zaw Lin,100.0,2778,2750,275000,-1.0,RC-010,2025-11-10,2025-11-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0196,2025-11-07,SUP-001,Daw Su Su,100.0,2778,2834,283400,2.0,RS-001,2025-11-08,2025-11-08 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0197,2025-11-07,SUP-004,Ma Yin Mar,100.0,2778,2778,277800,0.0,RC-008,2025-11-07,2025-11-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0198,2025-11-07,SUP-002,Ma Yin Mar,100.0,2778,2750,275000,-1.0,FV-004,2025-11-09,2025-11-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0199,2025-11-07,SUP-001,U Min Htet,155.0,2778,2834,439270,2.0,PO-002,2025-11-09,2025-11-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0200,2025-11-08,SUP-001,Daw Su Su,100.0,2824,2880,288000,2.0,CENTRAL-DEPOT,2025-11-10,2025-11-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0201,2025-11-08,SUP-003,Ma Yin Mar,100.0,2824,2965,296500,5.0,RC-010,2025-11-12,2025-11-13 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0202,2025-11-08,SUP-003,Daw Su Su,100.0,2824,2965,296500,5.0,RC-006,2025-11-11,2025-11-11 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0203,2025-11-08,SUP-001,Ko Zaw Lin,100.0,2824,2880,288000,2.0,RC-006,2025-11-09,2025-11-09 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0204,2025-11-09,SUP-004,Ma Yin Mar,100.0,3195,3195,319500,0.0,DW-002,2025-11-10,2025-11-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0205,2025-11-09,SUP-001,Daw Su Su,322.0,3195,3259,1049398,2.0,RH-005,2025-11-10,2025-11-11 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0206,2025-11-09,SUP-003,U Min Htet,100.0,3195,3355,335500,5.0,CENTRAL-DEPOT,2025-11-12,2025-11-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0207,2025-11-09,SUP-003,Daw Su Su,142.0,3195,3450,489900,8.0,RH-005,2025-11-12,2025-11-12 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0208,2025-11-09,SUP-001,Ko Zaw Lin,100.0,3195,3259,325900,2.0,RC-009,2025-11-11,2025-11-11 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0209,2025-11-10,SUP-001,Ma Yin Mar,100.0,3234,3299,329900,2.0,RS-004,2025-11-11,2025-11-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0210,2025-11-10,SUP-001,Daw Su Su,107.0,3234,3299,352993,2.0,FR-001,2025-11-11,2025-11-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0211,2025-11-10,SUP-002,Ko Zaw Lin,100.0,3234,3202,320200,-1.0,RS-010,2025-11-12,2025-11-13 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0212,2025-11-11,SUP-002,Ko Zaw Lin,100.0,3184,3152,315200,-1.0,RC-008,2025-11-13,2025-11-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0213,2025-11-11,SUP-002,U Min Htet,101.0,3184,3295,332795,3.5,DW-003,2025-11-13,2025-11-14 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0214,2025-11-11,SUP-004,Ma Yin Mar,100.0,3184,3184,318400,0.0,RS-005,2025-11-12,2025-11-14 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0215,2025-11-11,SUP-001,U Min Htet,100.0,3184,3377,337700,6.1,RS-004,2025-11-12,2025-11-12 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0216,2025-11-11,SUP-001,Ma Yin Mar,219.0,3184,3248,711312,2.0,RH-004,2025-11-13,2025-11-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0217,2025-11-11,SUP-001,Ko Zaw Lin,100.0,3184,3394,339400,6.6,CENTRAL-DEPOT,2025-11-13,2025-11-13 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0218,2025-11-12,SUP-001,Ko Zaw Lin,100.0,3156,3219,321900,2.0,RC-004,2025-11-14,2025-11-15 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0219,2025-11-12,SUP-002,Ko Zaw Lin,100.0,3156,3124,312400,-1.0,FB-005,2025-11-14,2025-11-15 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0220,2025-11-12,SUP-002,U Min Htet,117.0,3156,3124,365508,-1.0,PO-001,2025-11-14,2025-11-17 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0221,2025-11-13,SUP-002,Ko Zaw Lin,100.0,3137,3106,310600,-1.0,FR-002,2025-11-15,2025-11-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0222,2025-11-13,SUP-004,Daw Su Su,576.0,3137,3243,1867968,3.4,CENTRAL-DEPOT,2025-11-14,2025-11-14 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0223,2025-11-13,SUP-003,Daw Su Su,100.0,3137,3294,329400,5.0,CENTRAL-DEPOT,2025-11-17,2025-11-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0224,2025-11-13,SUP-004,Ko Zaw Lin,100.0,3137,3137,313700,0.0,RC-010,2025-11-15,2025-11-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0225,2025-11-14,SUP-003,U Min Htet,135.0,3038,3190,430650,5.0,RS-002,2025-11-17,2025-11-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0226,2025-11-14,SUP-001,Daw Su Su,100.0,3038,3169,316900,4.3,CENTRAL-DEPOT,2025-11-15,2025-11-15 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0227,2025-11-14,SUP-002,Ma Yin Mar,100.0,3038,3008,300800,-1.0,RH-005,2025-11-16,2025-11-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0228,2025-11-14,SUP-001,Daw Su Su,100.0,3038,3099,309900,2.0,CENTRAL-DEPOT,2025-11-15,2025-11-16 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0229,2025-11-14,SUP-002,Ko Zaw Lin,100.0,3038,3071,307100,1.1,DW-002,2025-11-17,2025-11-17 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0230,2025-11-14,SUP-002,Ko Zaw Lin,100.0,3038,3008,300800,-1.0,CENTRAL-DEPOT,2025-11-16,2025-11-16 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0231,2025-11-14,SUP-001,Ko Zaw Lin,550.0,3038,3099,1704450,2.0,CENTRAL-DEPOT,2025-11-15,2025-11-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0232,2025-11-15,SUP-002,Ko Zaw Lin,100.0,3094,3162,316200,2.2,CENTRAL-DEPOT,2025-11-18,2025-11-18 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0233,2025-11-15,SUP-002,U Min Htet,113.0,3094,3063,346119,-1.0,FR-005,2025-11-17,2025-11-18 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0234,2025-11-15,SUP-003,Ma Yin Mar,122.0,3094,3249,396378,5.0,RH-004,2025-11-18,2025-11-18 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0235,2025-11-15,SUP-003,U Min Htet,100.0,3094,3249,324900,5.0,RS-006,2025-11-19,2025-11-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0236,2025-11-16,SUP-003,U Min Htet,100.0,3110,3266,326600,5.0,CENTRAL-DEPOT,2025-11-19,2025-11-20 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0237,2025-11-16,SUP-004,U Min Htet,173.0,3110,3110,538030,0.0,DW-002,2025-11-17,2025-11-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0238,2025-11-16,SUP-003,U Min Htet,100.0,3110,3266,326600,5.0,CENTRAL-DEPOT,2025-11-19,2025-11-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0239,2025-11-17,SUP-001,U Min Htet,100.0,3226,3291,329100,2.0,RC-009,2025-11-19,2025-11-20 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0240,2025-11-17,SUP-001,Ko Zaw Lin,100.0,3226,3291,329100,2.0,CENTRAL-DEPOT,2025-11-18,2025-11-18 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0241,2025-11-17,SUP-001,U Min Htet,224.0,3226,3291,737184,2.0,RH-002,2025-11-19,2025-11-19 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0242,2025-11-17,SUP-004,U Min Htet,159.0,3226,3226,512934,0.0,CENTRAL-DEPOT,2025-11-18,2025-11-19 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0243,2025-11-17,SUP-003,Daw Su Su,405.0,3226,3387,1371735,5.0,PM-004,2025-11-20,2025-11-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0244,2025-11-18,SUP-004,Ma Yin Mar,100.0,3165,3165,316500,0.0,CENTRAL-DEPOT,2025-11-20,2025-11-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0245,2025-11-18,SUP-002,Ko Zaw Lin,129.0,3165,3133,404157,-1.0,RH-001,2025-11-20,2025-11-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0246,2025-11-18,SUP-003,U Min Htet,128.0,3165,3387,433536,7.0,CENTRAL-DEPOT,2025-11-21,2025-11-24 00:00:00,3,DELIVERED,EMERGENCY,False,
PO-2026-0247,2025-11-18,SUP-004,U Min Htet,100.0,3165,3165,316500,0.0,RC-005,2025-11-19,2025-11-19 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0248,2025-11-18,SUP-001,U Min Htet,100.0,3165,3228,322800,2.0,FV-001,2025-11-19,2025-11-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0249,2025-11-18,SUP-004,Ma Yin Mar,100.0,3165,3165,316500,0.0,RS-008,2025-11-19,2025-11-19 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0250,2025-11-18,SUP-004,U Min Htet,120.0,3165,3165,379800,0.0,CENTRAL-DEPOT,2025-11-18,2025-11-21 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0251,2025-11-19,SUP-004,Ko Zaw Lin,100.0,2992,2992,299200,0.0,CENTRAL-DEPOT,2025-11-21,2025-11-21 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0252,2025-11-19,SUP-003,Daw Su Su,128.0,2992,3142,402176,5.0,DC-002,2025-11-22,2025-11-24 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0253,2025-11-19,SUP-002,Ma Yin Mar,188.0,2992,2962,556856,-1.0,PO-001,2025-11-21,2025-11-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0254,2025-11-19,SUP-002,Ko Zaw Lin,100.0,2992,3084,308400,3.1,CENTRAL-DEPOT,2025-11-21,2025-11-21 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0255,2025-11-20,SUP-004,Ko Zaw Lin,100.0,3154,3306,330600,4.8,RS-008,2025-11-20,2025-11-20 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0256,2025-11-20,SUP-002,U Min Htet,644.0,3154,3122,2010568,-1.0,PM-001,2025-11-22,2025-11-25 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0257,2025-11-20,SUP-002,Daw Su Su,100.0,3154,3122,312200,-1.0,RC-005,2025-11-21,2025-11-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0258,2025-11-21,SUP-004,Ma Yin Mar,373.0,3093,3158,1177934,2.1,RH-001,2025-11-23,2025-11-23 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0259,2025-11-21,SUP-003,Ko Zaw Lin,100.0,3093,3248,324800,5.0,FR-002,2025-11-25,2025-11-26 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0260,2025-11-21,SUP-003,Daw Su Su,100.0,3093,3248,324800,5.0,CENTRAL-DEPOT,2025-11-25,2025-11-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0261,2025-11-21,SUP-002,Daw Su Su,100.0,3093,3062,306200,-1.0,FR-003,2025-11-23,2025-11-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0262,2025-11-22,SUP-004,Ko Zaw Lin,100.0,3066,3066,306600,0.0,CENTRAL-DEPOT,2025-11-23,2025-11-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0263,2025-11-22,SUP-001,Daw Su Su,100.0,3066,3253,325300,6.1,FR-002,2025-11-24,2025-11-26 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0264,2025-11-22,SUP-001,Ko Zaw Lin,100.0,3066,3127,312700,2.0,FV-004,2025-11-23,2025-11-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0265,2025-11-22,SUP-004,U Min Htet,438.0,3066,3066,1342908,0.0,CENTRAL-DEPOT,2025-11-22,2025-11-24 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0266,2025-11-22,SUP-004,U Min Htet,100.0,3066,3066,306600,0.0,RC-010,2025-11-24,2025-11-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0267,2025-11-22,SUP-001,Ko Zaw Lin,100.0,3066,3127,312700,2.0,RC-002,2025-11-24,2025-11-25 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0268,2025-11-23,SUP-001,Ko Zaw Lin,100.0,2913,3068,306800,5.3,FB-003,2025-11-24,2025-11-26 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0269,2025-11-23,SUP-004,U Min Htet,100.0,2913,2913,291300,0.0,RC-009,2025-11-24,2025-11-24 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0270,2025-11-23,SUP-001,Daw Su Su,100.0,2913,2971,297100,2.0,CENTRAL-DEPOT,2025-11-24,2025-11-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0271,2025-11-23,SUP-002,Ko Zaw Lin,100.0,2913,2884,288400,-1.0,CENTRAL-DEPOT,2025-11-24,2025-11-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0272,2025-11-23,SUP-004,Ma Yin Mar,100.0,2913,2913,291300,0.0,RC-003,2025-11-25,2025-11-26 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0273,2025-11-23,SUP-003,Ma Yin Mar,101.0,2913,3059,308959,5.0,FR-001,2025-11-27,2025-11-28 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0274,2025-11-23,SUP-004,Daw Su Su,110.0,2913,2913,320430,0.0,CENTRAL-DEPOT,2025-11-25,2025-11-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0275,2025-11-24,SUP-002,U Min Htet,217.0,2943,2914,632338,-1.0,CENTRAL-DEPOT,2025-11-27,2025-11-28 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0276,2025-11-24,SUP-003,U Min Htet,100.0,2943,3090,309000,5.0,DL-001,2025-11-28,2025-12-01 00:00:00,3,DELIVERED,BULK_BUY,False,
PO-2026-0277,2025-11-24,SUP-004,Ma Yin Mar,158.0,2943,3074,485692,4.5,CENTRAL-DEPOT,2025-11-24,2025-11-26 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0278,2025-11-24,SUP-004,Ko Zaw Lin,100.0,2943,2943,294300,0.0,CENTRAL-DEPOT,2025-11-25,2025-11-27 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0279,2025-11-24,SUP-004,Ko Zaw Lin,114.0,2943,2943,335502,0.0,DC-003,2025-11-25,2025-11-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0280,2025-11-24,SUP-001,U Min Htet,114.0,2943,3002,342228,2.0,FR-001,2025-11-26,2025-11-28 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0281,2025-11-24,SUP-002,Ma Yin Mar,298.0,2943,2914,868372,-1.0,RH-004,2025-11-26,2025-11-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0282,2025-11-24,SUP-004,Daw Su Su,100.0,2943,2943,294300,0.0,RC-002,2025-11-24,2025-11-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0283,2025-11-25,SUP-003,Ko Zaw Lin,100.0,2932,3209,320900,9.4,RS-008,2025-11-29,2025-11-29 00:00:00,0,DELIVERED,EMERGENCY,False,
