date,store_id,diesel_stock_liters,diesel_purchased_liters,tank_capacity_liters,supplier_lead_time_days,days_of_coverage
2025-11-17,RS-004,107.8,0.0,200,1.6,6.9
2025-11-18,RS-004,199.6,106.0,200,3.0,14.0
2025-11-19,RS-004,179.2,0.0,200,2.9,8.8
2025-11-20,RS-004,200.0,85.6,200,1.5,11.2
2025-11-21,RS-004,179.1,0.0,200,1.7,8.6
2025-11-22,RS-004,161.0,0.0,200,1.8,8.9
2025-11-23,RS-004,149.4,0.0,200,2.5,12.9
2025-11-24,RS-004,200.0,102.3,200,2.4,11.0
2025-11-25,RS-004,200.0,148.4,200,2.4,21.1
2025-11-26,RS-004,200.0,91.6,200,1.9,8.9
2025-11-27,RS-004,190.5,0.0,200,1.9,20.1
2025-11-28,RS-004,171.1,0.0,200,2.9,8.8
2025-11-29,RS-004,155.1,0.0,200,1.2,9.7
2025-11-30,RS-004,200.0,94.5,200,1.6,22.5
2025-12-01,RS-004,179.6,0.0,200,1.6,8.8
2025-12-02,RS-004,158.8,0.0,200,1.5,7.7
2025-12-03,RS-004,200.0,115.2,200,3.1,11.8
2025-12-04,RS-004,179.6,0.0,200,1.4,8.8
2025-12-05,RS-004,200.0,156.2,200,3.2,8.9
2025-12-06,RS-004,200.0,104.4,200,3.0,17.1
2025-12-07,RS-004,178.0,0.0,200,1.4,8.1
2025-12-08,RS-004,160.5,0.0,200,2.3,9.2
2025-12-09,RS-004,139.8,0.0,200,1.5,6.7
2025-12-10,RS-004,121.8,0.0,200,3.2,6.8
2025-12-11,RS-004,113.5,0.0,200,3.1,13.7
2025-12-12,RS-004,200.0,148.1,200,1.4,11.3
2025-12-13,RS-004,186.4,0.0,200,2.4,13.7
2025-12-14,RS-004,171.6,0.0,200,2.9,11.6
2025-12-15,RS-004,152.9,0.0,200,2.6,8.2
2025-12-16,RS-004,132.2,0.0,200,3.2,6.4
2025-12-17,RS-004,110.9,0.0,200,1.9,5.2
2025-12-18,RS-004,200.0,111.1,200,3.1,10.5
2025-12-19,RS-004,180.8,0.0,200,2.2,9.4
2025-12-20,RS-004,169.2,0.0,200,3.1,14.5
2025-12-21,RS-004,158.0,0.0,200,2.1,14.1
2025-12-22,RS-004,136.0,0.0,200,3.3,6.2
2025-12-23,RS-004,125.1,0.0,200,3.1,11.5
2025-12-24,RS-004,112.3,0.0,200,1.8,8.8
2025-12-25,RS-004,99.5,0.0,200,2.5,7.8
2025-12-26,RS-004,89.7,0.0,200,3.2,9.1
2025-12-27,RS-004,73.4,0.0,200,2.1,4.5
2025-12-28,RS-004,52.9,0.0,200,2.5,2.6
2025-12-29,RS-004,150.8,111.0,200,2.7,11.5
2025-12-30,RS-004,200.0,107.2,200,2.2,11.2
2025-12-31,RS-004,185.3,0.0,200,2.3,12.6
2026-01-01,RS-004,165.2,0.0,200,3.4,8.2
2026-01-02,RS-004,156.5,0.0,200,2.4,18.0
2026-01-03,RS-004,139.5,0.0,200,3.0,8.2
2026-01-04,RS-004,131.4,0.0,200,2.1,16.4
2026-01-05,RS-004,200.0,153.1,200,2.1,20.0
2026-01-06,RS-004,190.0,0.0,200,1.9,19.0
2026-01-07,RS-004,182.0,0.0,200,2.3,22.9
2026-01-08,RS-004,170.9,0.0,200,3.4,15.4
2026-01-09,RS-004,149.8,0.0,200,1.8,7.1
2026-01-10,RS-004,140.4,0.0,200,1.9,14.8
2026-01-11,RS-004,123.3,0.0,200,1.9,7.2
2026-01-12,RS-004,114.3,0.0,200,3.5,12.6
2026-01-13,RS-004,104.3,0.0,200,1.9,10.5
2026-01-14,RS-004,200.0,120.3,200,1.9,10.2
2026-01-15,RS-004,181.4,0.0,200,2.2,9.8
2026-01-16,RS-004,172.5,0.0,200,2.7,19.3
2026-01-17,RS-004,200.0,156.9,200,3.2,10.8
2026-01-18,RS-004,188.0,0.0,200,2.0,15.7
2026-01-19,RS-004,166.3,0.0,200,2.9,7.6
2026-01-20,RS-004,148.2,0.0,200,2.9,8.2
2026-01-21,RS-004,138.0,0.0,200,3.5,13.5
2026-01-22,RS-004,122.3,0.0,200,2.8,7.8
2026-01-23,RS-004,106.8,0.0,200,3.2,6.9
2026-01-24,RS-004,96.2,0.0,200,3.1,9.0
2026-01-25,RS-004,87.5,0.0,200,3.6,10.2
2026-01-26,RS-004,68.0,0.0,200,2.8,3.5
2026-01-27,RS-004,49.0,0.0,200,2.1,2.6
2026-01-28,RS-004,157.0,124.8,200,3.6,9.4
2026-01-29,RS-004,200.0,123.2,200,3.5,10.1
2026-01-30,RS-004,184.6,0.0,200,3.4,12.0
2026-01-31,RS-004,168.6,0.0,200,2.9,10.5
2026-02-01,RS-004,154.3,0.0,200,3.3,10.8
2026-02-02,RS-004,144.8,0.0,200,3.7,15.3
2026-02-03,RS-004,200.0,135.4,200,2.6,20.6
2026-02-04,RS-004,200.0,120.3,200,2.6,14.2
2026-02-05,RS-004,185.1,0.0,200,3.6,12.4
2026-02-06,RS-004,200.0,106.4,200,2.8,25.2
2026-02-07,RS-004,192.3,0.0,200,2.5,25.0
2026-02-08,RS-004,175.6,0.0,200,3.5,10.5
2026-02-09,RS-004,160.9,0.0,200,2.1,10.9
2026-02-10,RS-004,139.5,0.0,200,2.8,6.5
2026-02-11,RS-004,200.0,123.2,200,2.5,10.5
2026-02-12,RS-004,183.6,0.0,200,3.9,11.2
2026-02-13,RS-004,163.5,0.0,200,3.8,8.2
2026-02-14,RS-004,151.8,0.0,200,3.2,13.0
2026-02-15,RS-004,131.6,0.0,200,2.6,6.5
2026-02-16,RS-004,200.0,98.1,200,2.8,12.0
2026-02-17,RS-004,189.7,0.0,200,3.1,18.4
2026-02-18,RS-004,177.5,0.0,200,2.7,14.6
2026-02-19,RS-004,160.1,0.0,200,3.1,9.2
2026-02-20,RS-004,151.3,0.0,200,3.2,17.2
2026-02-21,RS-004,143.0,0.0,200,3.8,17.2
2026-02-22,RS-004,200.0,138.7,200,2.4,12.5
2026-02-23,RS-004,200.0,107.7,200,3.1,10.5
2026-02-24,RS-004,187.3,0.0,200,2.9,14.7
2026-02-25,RS-004,173.5,0.0,200,2.4,12.6
2026-02-26,RS-004,164.0,0.0,200,3.6,17.3
2026-02-27,RS-004,144.7,0.0,200,2.3,7.5
2026-02-28,RS-004,126.2,0.0,200,2.5,6.8
2026-03-01,RS-004,111.4,0.0,200,4.1,7.5
2026-03-02,RS-004,94.5,0.0,200,2.3,5.6
2026-03-03,RS-004,76.2,0.0,200,3.4,4.1
2026-03-04,RS-004,159.7,104.2,200,2.7,7.7
2026-03-05,RS-004,200.0,126.6,200,3.3,12.7
2026-03-06,RS-004,200.0,146.2,200,3.3,9.9
2026-03-07,RS-004,185.8,0.0,200,3.9,13.1
2026-03-08,RS-004,170.6,0.0,200,3.1,11.2
2026-03-09,RS-004,156.7,0.0,200,4.2,11.3
2026-03-10,RS-004,143.6,0.0,200,2.8,10.9
2026-03-11,RS-004,136.0,0.0,200,3.7,17.8
2026-03-12,RS-004,128.0,0.0,200,3.5,16.0
2026-03-13,RS-004,114.7,0.0,200,3.9,8.6
2026-03-14,RS-004,102.6,0.0,200,3.4,8.5
2026-03-15,RS-004,200.0,135.2,200,3.8,16.5
2026-03-16,RS-004,192.3,0.0,200,2.9,24.9
2026-03-17,RS-004,174.9,0.0,200,2.9,10.1
2026-03-18,RS-004,200.0,80.2,200,3.5,19.5
2026-03-19,RS-004,179.4,0.0,200,3.3,8.7
2026-03-20,RS-004,200.0,112.4,200,3.3,15.8
2026-03-21,RS-004,185.2,0.0,200,3.5,12.5
2026-03-22,RS-004,164.1,0.0,200,4.0,7.8
2026-03-23,RS-004,148.2,0.0,200,3.3,9.3
2026-03-24,RS-004,139.0,0.0,200,4.1,15.1
2026-03-25,RS-004,119.7,0.0,200,4.0,6.2
2026-03-26,RS-004,110.9,0.0,200,3.7,12.5
2026-03-27,RS-004,191.5,100.2,200,4.4,9.8
2026-03-28,RS-004,179.5,0.0,200,3.9,14.9
2026-03-29,RS-004,169.7,0.0,200,4.0,17.3
2025-10-01,RS-005,160.0,112.3,160,0.7,11.9
2025-10-02,RS-005,143.9,0.0,160,1.1,9.0
2025-10-03,RS-005,132.1,0.0,160,1.2,11.2
2025-10-04,RS-005,120.0,0.0,160,1.3,9.9
2025-10-05,RS-005,102.1,0.0,160,2.1,5.7
2025-10-06,RS-005,149.7,65.0,160,2.4,8.6
2025-10-07,RS-005,132.0,0.0,160,1.6,7.5
2025-10-08,RS-005,160.0,67.6,160,2.4,18.5
2025-10-09,RS-005,150.0,0.0,160,2.2,15.1
2025-10-10,RS-005,141.5,0.0,160,1.1,16.6
2025-10-11,RS-005,131.4,0.0,160,2.4,12.9
2025-10-12,RS-005,119.4,0.0,160,1.7,10.0
2025-10-13,RS-005,160.0,65.1,160,2.4,10.3
2025-10-14,RS-005,147.0,0.0,160,2.4,11.3
2025-10-15,RS-005,137.9,0.0,160,1.3,15.3
2025-10-16,RS-005,160.0,70.6,160,0.9,13.1
2025-10-17,RS-005,145.4,0.0,160,0.8,10.0
2025-10-18,RS-005,138.1,0.0,160,2.2,18.9
2025-10-19,RS-005,132.1,0.0,160,0.9,21.9
2025-10-20,RS-005,122.3,0.0,160,1.2,12.5
2025-10-21,RS-005,111.8,0.0,160,1.6,10.7
2025-10-22,RS-005,104.8,0.0,160,2.6,14.9
2025-10-23,RS-005,91.5,0.0,160,1.9,6.9
2025-10-24,RS-005,82.5,0.0,160,1.9,9.2
2025-10-25,RS-005,160.0,101.1,160,2.5,16.2
2025-10-26,RS-005,147.4,0.0,160,1.1,11.7
2025-10-27,RS-005,139.4,0.0,160,2.7,17.4
2025-10-28,RS-005,132.3,0.0,160,1.8,18.6
2025-10-29,RS-005,118.2,0.0,160,1.3,8.4
2025-10-30,RS-005,101.8,0.0,160,1.5,6.2
2025-10-31,RS-005,160.0,80.1,160,2.4,16.7
2025-11-01,RS-005,148.0,0.0,160,1.8,12.4
2025-11-02,RS-005,136.5,0.0,160,1.5,11.8
2025-11-03,RS-005,121.2,0.0,160,1.3,7.9
2025-11-04,RS-005,105.0,0.0,160,2.5,6.5
2025-11-05,RS-005,160.0,97.5,160,2.1,11.7
2025-11-06,RS-005,160.0,85.5,160,2.0,26.6
2025-11-07,RS-005,152.4,0.0,160,2.6,20.2
2025-11-08,RS-005,139.6,0.0,160,2.3,10.8
2025-11-09,RS-005,132.1,0.0,160,1.9,17.7
2025-11-10,RS-005,115.2,0.0,160,1.1,6.8
2025-11-11,RS-005,106.7,0.0,160,1.9,12.6
2025-11-12,RS-005,89.1,0.0,160,2.6,5.1
2025-11-13,RS-005,80.0,0.0,160,1.5,8.8
2025-11-14,RS-005,130.9,68.7,160,2.8,7.3
2025-11-15,RS-005,123.4,0.0,160,2.7,16.5
2025-11-16,RS-005,108.5,0.0,160,2.9,7.3
2025-11-17,RS-005,91.7,0.0,160,1.6,5.4
2025-11-18,RS-005,160.0,124.7,160,1.2,12.2
2025-11-19,RS-005,160.0,124.9,160,2.2,12.4
2025-11-20,RS-005,146.4,0.0,160,2.7,10.7
2025-11-21,RS-005,137.7,0.0,160,1.5,15.9
2025-11-22,RS-005,131.6,0.0,160,2.8,21.7
2025-11-23,RS-005,113.8,0.0,160,2.8,6.4
2025-11-24,RS-005,105.7,0.0,160,2.6,12.9
2025-11-25,RS-005,93.7,0.0,160,1.6,7.8
2025-11-26,RS-005,86.5,0.0,160,2.6,12.1
2025-11-27,RS-005,160.0,105.0,160,1.6,9.5
2025-11-28,RS-005,142.4,0.0,160,2.8,8.1
2025-11-29,RS-005,130.3,0.0,160,1.9,10.8
2025-11-30,RS-005,160.0,73.7,160,2.5,10.7
2025-12-01,RS-005,143.6,0.0,160,1.4,8.8
2025-12-02,RS-005,131.9,0.0,160,3.2,11.2
2025-12-03,RS-005,123.5,0.0,160,1.8,14.7
2025-12-04,RS-005,116.2,0.0,160,1.7,15.9
2025-12-05,RS-005,160.0,64.8,160,2.0,10.8
2025-12-06,RS-005,160.0,120.6,160,2.8,11.6
2025-12-07,RS-005,150.5,0.0,160,2.2,15.8
2025-12-08,RS-005,143.8,0.0,160,2.0,21.6
2025-12-09,RS-005,160.0,64.1,160,2.0,9.1
2025-12-10,RS-005,153.9,0.0,160,3.0,25.1
2025-12-11,RS-005,143.2,0.0,160,1.4,13.5
2025-12-12,RS-005,160.0,80.7,160,2.9,15.1
2025-12-13,RS-005,151.6,0.0,160,2.0,18.1
2025-12-14,RS-005,138.2,0.0,160,1.6,10.3
2025-12-15,RS-005,125.4,0.0,160,1.9,9.8
2025-12-16,RS-005,111.7,0.0,160,2.5,8.1
2025-12-17,RS-005,100.1,0.0,160,2.9,8.6
2025-12-18,RS-005,160.0,109.1,160,2.2,10.2
2025-12-19,RS-005,144.2,0.0,160,3.3,9.1
2025-12-20,RS-005,131.3,0.0,160,1.6,10.2
2025-12-21,RS-005,114.8,0.0,160,1.7,7.0
2025-12-22,RS-005,108.0,0.0,160,2.2,15.8
2025-12-23,RS-005,91.7,0.0,160,1.5,5.6
2025-12-24,RS-005,160.0,122.1,160,1.6,12.4
2025-12-25,RS-005,142.8,0.0,160,1.6,8.3
2025-12-26,RS-005,133.8,0.0,160,1.8,14.7
2025-12-27,RS-005,122.4,0.0,160,3.2,10.8
2025-12-28,RS-005,106.0,0.0,160,2.3,6.4
2025-12-29,RS-005,98.6,0.0,160,3.4,13.4
2025-12-30,RS-005,87.8,0.0,160,2.3,8.1
2025-12-31,RS-005,75.3,0.0,160,1.7,6.0
2026-01-01,RS-005,64.1,0.0,160,1.7,5.8
2026-01-02,RS-005,48.5,0.0,160,2.9,3.1
2026-01-03,RS-005,34.6,0.0,160,1.6,2.5
2026-01-04,RS-005,87.1,64.1,160,2.7,7.5
2026-01-05,RS-005,75.6,0.0,160,2.6,6.5
2026-01-06,RS-005,65.6,0.0,160,2.3,6.6
2026-01-07,RS-005,150.4,102.0,160,2.7,8.8
2026-01-08,RS-005,160.0,113.4,160,1.9,14.8
2026-01-09,RS-005,142.4,0.0,160,3.4,8.1
2026-01-10,RS-005,131.2,0.0,160,2.7,11.7
2026-01-11,RS-005,160.0,91.4,160,2.5,15.1
2026-01-12,RS-005,148.4,0.0,160,2.4,12.8
2026-01-13,RS-005,160.0,118.8,160,2.0,15.9
2026-01-14,RS-005,160.0,107.2,160,3.4,12.0
2026-01-15,RS-005,144.9,0.0,160,2.8,9.6
2026-01-16,RS-005,135.2,0.0,160,3.0,13.9
2026-01-17,RS-005,160.0,110.7,160,2.2,17.9
2026-01-18,RS-005,150.3,0.0,160,3.4,15.5
2026-01-19,RS-005,142.4,0.0,160,3.1,18.1
2026-01-20,RS-005,125.1,0.0,160,2.2,7.2
2026-01-21,RS-005,108.3,0.0,160,3.7,6.4
2026-01-22,RS-005,98.9,0.0,160,3.0,10.6
2026-01-23,RS-005,83.3,0.0,160,1.8,5.3
2026-01-24,RS-005,146.7,81.4,160,2.7,8.2
2026-01-25,RS-005,131.5,0.0,160,3.2,8.7
2026-01-26,RS-005,122.9,0.0,160,2.4,14.2
2026-01-27,RS-005,116.4,0.0,160,3.5,18.0
2026-01-28,RS-005,102.7,0.0,160,2.8,7.5
2026-01-29,RS-005,160.0,84.3,160,3.3,12.1
2026-01-30,RS-005,149.6,0.0,160,3.7,14.4
2026-01-31,RS-005,131.7,0.0,160,3.5,7.4
2026-02-01,RS-005,120.1,0.0,160,2.9,10.3
2026-02-02,RS-005,102.8,0.0,160,2.8,6.0
2026-02-03,RS-005,93.7,0.0,160,3.6,10.3
2026-02-04,RS-005,81.5,0.0,160,2.9,6.7
2026-02-05,RS-005,72.5,0.0,160,2.2,8.1
2026-02-06,RS-005,158.6,99.2,160,2.7,12.1
2026-02-07,RS-005,143.7,0.0,160,2.1,9.6
2026-02-08,RS-005,132.5,0.0,160,3.8,11.8
2026-02-09,RS-005,126.0,0.0,160,2.7,19.4
2026-02-10,RS-005,115.5,0.0,160,2.9,11.0
2026-02-11,RS-005,98.4,0.0,160,3.3,5.8
2026-02-12,RS-005,86.4,0.0,160,2.9,7.2
2026-02-13,RS-005,160.0,84.2,160,3.2,20.7
2026-02-14,RS-005,147.6,0.0,160,4.0,11.9
2026-02-15,RS-005,139.6,0.0,160,3.2,17.5
2026-02-16,RS-005,160.0,118.4,160,3.4,13.9
2026-02-17,RS-005,149.4,0.0,160,3.0,14.1
2026-02-18,RS-005,160.0,92.8,160,2.5,17.7
2026-02-19,RS-005,148.0,0.0,160,2.1,12.3
2026-02-20,RS-005,132.8,0.0,160,2.4,8.7
2026-02-21,RS-005,126.4,0.0,160,3.6,19.6
2026-02-22,RS-005,160.0,103.3,160,3.8,14.5
2026-02-23,RS-005,142.6,0.0,160,3.1,8.2
2026-02-24,RS-005,133.3,0.0,160,3.0,14.4
2026-02-25,RS-005,160.0,122.9,160,3.1,13.6
2026-02-26,RS-005,148.9,0.0,160,2.9,13.4
2026-02-27,RS-005,132.3,0.0,160,3.9,8.0
2026-02-28,RS-005,160.0,101.1,160,4.1,10.6
2026-03-01,RS-005,142.4,0.0,160,3.1,8.1
2026-03-02,RS-005,127.0,0.0,160,2.9,8.3
2026-03-03,RS-005,160.0,77.9,160,2.2,23.3
2026-03-04,RS-005,145.4,0.0,160,3.2,10.0
2026-03-05,RS-005,131.5,0.0,160,4.0,9.5
2026-03-06,RS-005,119.4,0.0,160,2.4,9.8
2026-03-07,RS-005,111.5,0.0,160,2.6,14.1
2026-03-08,RS-005,102.0,0.0,160,4.0,10.8
2026-03-09,RS-005,160.0,77.9,160,3.1,15.2
2026-03-10,RS-005,160.0,80.6,160,3.1,17.2
2026-03-11,RS-005,144.0,0.0,160,2.6,9.0
2026-03-12,RS-005,127.9,0.0,160,2.9,8.0
2026-03-13,RS-005,117.6,0.0,160,4.3,11.4
2026-03-14,RS-005,160.0,76.1,160,2.6,10.2
2026-03-15,RS-005,143.9,0.0,160,3.3,9.0
2026-03-16,RS-005,132.9,0.0,160,3.9,12.0
2026-03-17,RS-005,122.1,0.0,160,2.6,11.4
2026-03-18,RS-005,160.0,99.6,160,2.4,12.2
2026-03-19,RS-005,146.1,0.0,160,3.2,10.5
2026-03-20,RS-005,138.5,0.0,160,2.5,18.1
2026-03-21,RS-005,121.4,0.0,160,3.5,7.1
2026-03-22,RS-005,110.6,0.0,160,2.5,10.3
2026-03-23,RS-005,93.8,0.0,160,3.2,5.6
2026-03-24,RS-005,83.9,0.0,160,4.2,8.4
2026-03-25,RS-005,77.0,0.0,160,3.3,11.2
2026-03-26,RS-005,65.7,0.0,160,3.5,5.8
2026-03-27,RS-005,47.7,0.0,160,4.4,2.7
2026-03-28,RS-005,127.6,97.7,160,3.6,7.2
2026-03-29,RS-005,114.9,0.0,160,2.9,9.1
2025-10-01,RS-006,160.0,100.5,160,1.5,11.9
2025-10-02,RS-006,148.3,0.0,160,2.4,12.7
2025-10-03,RS-006,132.8,0.0,160,2.4,8.6
2025-10-04,RS-006,126.3,0.0,160,1.8,19.3
2025-10-05,RS-006,160.0,122.5,160,1.0,10.2
2025-10-06,RS-006,143.6,0.0,160,1.6,8.8
2025-10-07,RS-006,133.1,0.0,160,2.6,12.7
2025-10-08,RS-006,160.0,94.7,160,2.1,11.3
2025-10-09,RS-006,149.8,0.0,160,2.5,14.6
2025-10-10,RS-006,134.8,0.0,160,1.5,9.0
2025-10-11,RS-006,116.9,0.0,160,2.5,6.5
2025-10-12,RS-006,100.8,0.0,160,2.4,6.3
2025-10-13,RS-006,87.8,0.0,160,0.7,6.7
2025-10-14,RS-006,73.7,0.0,160,1.4,5.2
2025-10-15,RS-006,60.0,0.0,160,2.5,4.4
2025-10-16,RS-006,125.2,72.8,160,1.0,16.5
2025-10-17,RS-006,116.2,0.0,160,1.4,12.9
2025-10-18,RS-006,100.1,0.0,160,2.4,6.2
2025-10-19,RS-006,160.0,123.8,160,2.2,10.8
2025-10-20,RS-006,149.0,0.0,160,1.9,13.6
2025-10-21,RS-006,160.0,78.6,160,1.9,11.9
2025-10-22,RS-006,143.5,0.0,160,2.0,8.7
2025-10-23,RS-006,133.7,0.0,160,2.3,13.6
2025-10-24,RS-006,115.8,0.0,160,1.6,6.4
2025-10-25,RS-006,108.0,0.0,160,1.1,13.8
2025-10-26,RS-006,90.3,0.0,160,2.4,5.1
2025-10-27,RS-006,78.3,0.0,160,1.4,6.5
2025-10-28,RS-006,64.9,0.0,160,1.9,4.8
2025-10-29,RS-006,120.4,67.2,160,2.6,10.2
2025-10-30,RS-006,103.2,0.0,160,2.1,6.0
2025-10-31,RS-006,96.7,0.0,160,2.7,14.8
2025-11-01,RS-006,81.4,0.0,160,2.4,5.3
2025-11-02,RS-006,143.7,70.6,160,2.6,17.1
2025-11-03,RS-006,135.2,0.0,160,1.3,16.0
2025-11-04,RS-006,124.0,0.0,160,2.4,11.0
2025-11-05,RS-006,109.3,0.0,160,1.9,7.4
2025-11-06,RS-006,160.0,68.4,160,2.7,12.4
2025-11-07,RS-006,153.0,0.0,160,1.7,21.8
2025-11-08,RS-006,139.0,0.0,160,1.6,9.9
2025-11-09,RS-006,128.9,0.0,160,2.9,12.7
2025-11-10,RS-006,160.0,111.9,160,1.2,9.0
2025-11-11,RS-006,148.5,0.0,160,2.0,13.0
2025-11-12,RS-006,160.0,112.4,160,1.9,13.2
2025-11-13,RS-006,143.9,0.0,160,2.6,8.9
2025-11-14,RS-006,136.2,0.0,160,2.3,17.8
2025-11-15,RS-006,160.0,67.3,160,2.9,15.5
2025-11-16,RS-006,144.6,0.0,160,2.6,9.4
2025-11-17,RS-006,128.9,0.0,160,1.8,8.2
2025-11-18,RS-006,160.0,75.3,160,2.3,9.6
2025-11-19,RS-006,153.4,0.0,160,2.6,23.3
2025-11-20,RS-006,145.9,0.0,160,2.5,19.4
2025-11-21,RS-006,128.2,0.0,160,2.5,7.2
2025-11-22,RS-006,160.0,100.4,160,1.7,15.2
2025-11-23,RS-006,148.2,0.0,160,1.4,12.5
2025-11-24,RS-006,136.3,0.0,160,2.1,11.5
2025-11-25,RS-006,121.4,0.0,160,1.9,8.2
2025-11-26,RS-006,160.0,114.3,160,2.2,11.0
2025-11-27,RS-006,150.0,0.0,160,1.2,15.0
2025-11-28,RS-006,136.3,0.0,160,2.3,9.9
2025-11-29,RS-006,120.0,0.0,160,2.1,7.4
2025-11-30,RS-006,160.0,86.1,160,2.9,14.8
2025-12-01,RS-006,142.5,0.0,160,1.8,8.1
2025-12-02,RS-006,131.9,0.0,160,1.2,12.5
2025-12-03,RS-006,118.8,0.0,160,1.8,9.1
2025-12-04,RS-006,160.0,84.6,160,2.7,16.1
2025-12-05,RS-006,148.0,0.0,160,2.9,12.3
2025-12-06,RS-006,160.0,80.7,160,2.3,18.6
2025-12-07,RS-006,142.7,0.0,160,1.5,8.3
2025-12-08,RS-006,130.8,0.0,160,2.8,11.0
2025-12-09,RS-006,119.8,0.0,160,1.4,10.9
2025-12-10,RS-006,160.0,86.2,160,2.4,24.4
2025-12-11,RS-006,145.5,0.0,160,2.3,10.0
2025-12-12,RS-006,129.1,0.0,160,1.4,7.9
2025-12-13,RS-006,119.6,0.0,160,1.5,12.6
2025-12-14,RS-006,112.1,0.0,160,1.6,14.9
2025-12-15,RS-006,101.4,0.0,160,3.2,9.4
2025-12-16,RS-006,85.6,0.0,160,2.8,5.4
2025-12-17,RS-006,160.0,93.2,160,2.1,24.3
2025-12-18,RS-006,142.5,0.0,160,1.5,8.2
2025-12-19,RS-006,129.7,0.0,160,1.7,10.1
2025-12-20,RS-006,122.3,0.0,160,1.7,16.7
2025-12-21,RS-006,160.0,70.3,160,3.0,10.6
2025-12-22,RS-006,147.6,0.0,160,3.1,11.9
2025-12-23,RS-006,138.9,0.0,160,2.3,16.1
2025-12-24,RS-006,160.0,99.7,160,3.2,21.7
2025-12-25,RS-006,153.2,0.0,160,2.0,22.4
2025-12-26,RS-006,139.3,0.0,160,3.1,10.1
2025-12-27,RS-006,124.3,0.0,160,3.2,8.3
2025-12-28,RS-006,111.4,0.0,160,2.5,8.6
2025-12-29,RS-006,100.0,0.0,160,3.4,8.8
2025-12-30,RS-006,86.6,0.0,160,2.3,6.5
2025-12-31,RS-006,160.0,100.2,160,1.5,22.4
2026-01-01,RS-006,150.8,0.0,160,3.0,16.3
2026-01-02,RS-006,142.0,0.0,160,3.4,16.3
2026-01-03,RS-006,129.2,0.0,160,2.3,10.1
2026-01-04,RS-006,160.0,71.9,160,2.9,18.0
2026-01-05,RS-006,151.1,0.0,160,2.9,17.0
2026-01-06,RS-006,141.8,0.0,160,2.2,15.2
2026-01-07,RS-006,160.0,93.7,160,2.9,20.6
2026-01-08,RS-006,147.9,0.0,160,2.0,12.2
2026-01-09,RS-006,160.0,117.6,160,3.4,18.5
2026-01-10,RS-006,142.3,0.0,160,3.6,8.0
2026-01-11,RS-006,127.7,0.0,160,3.2,8.8
2026-01-12,RS-006,112.9,0.0,160,3.0,7.6
2026-01-13,RS-006,98.9,0.0,160,3.1,7.1
2026-01-14,RS-006,90.9,0.0,160,3.6,11.3
2026-01-15,RS-006,82.2,0.0,160,2.5,9.5
2026-01-16,RS-006,74.3,0.0,160,3.3,9.4
2026-01-17,RS-006,61.0,0.0,160,3.7,4.6
2026-01-18,RS-006,52.6,0.0,160,3.4,6.3
2026-01-19,RS-006,39.0,0.0,160,1.8,2.9
2026-01-20,RS-006,134.1,102.5,160,2.3,18.3
2026-01-21,RS-006,160.0,107.1,160,1.9,20.9
2026-01-22,RS-006,144.2,0.0,160,3.5,9.2
2026-01-23,RS-006,138.1,0.0,160,2.9,22.5
2026-01-24,RS-006,122.9,0.0,160,2.2,8.1
2026-01-25,RS-006,106.4,0.0,160,2.1,6.4
2026-01-26,RS-006,95.2,0.0,160,2.7,8.5
2026-01-27,RS-006,87.5,0.0,160,2.5,11.3
2026-01-28,RS-006,154.2,80.6,160,2.7,11.1
2026-01-29,RS-006,144.5,0.0,160,2.5,14.9
2026-01-30,RS-006,135.3,0.0,160,3.6,14.8
2026-01-31,RS-006,122.2,0.0,160,3.1,9.3
2026-02-01,RS-006,112.1,0.0,160,2.9,11.1
2026-02-02,RS-006,95.1,0.0,160,3.5,5.6
2026-02-03,RS-006,160.0,112.6,160,2.7,12.6
2026-02-04,RS-006,149.6,0.0,160,2.2,14.3
2026-02-05,RS-006,142.7,0.0,160,3.1,20.7
2026-02-06,RS-006,160.0,96.6,160,3.3,9.5
2026-02-07,RS-006,160.0,66.6,160,3.6,22.6
2026-02-08,RS-006,153.7,0.0,160,2.1,24.3
2026-02-09,RS-006,138.7,0.0,160,3.8,9.3
2026-02-10,RS-006,160.0,68.9,160,2.3,15.6
2026-02-11,RS-006,160.0,108.9,160,3.1,19.8
2026-02-12,RS-006,153.0,0.0,160,2.4,21.7
2026-02-13,RS-006,160.0,121.9,160,3.9,8.9
2026-02-14,RS-006,142.6,0.0,160,3.1,8.2
2026-02-15,RS-006,134.6,0.0,160,3.2,16.8
2026-02-16,RS-006,124.3,0.0,160,2.1,12.0
2026-02-17,RS-006,115.3,0.0,160,2.1,12.9
2026-02-18,RS-006,160.0,69.1,160,3.4,9.0
2026-02-19,RS-006,145.9,0.0,160,2.9,10.4
2026-02-20,RS-006,133.4,0.0,160,3.0,10.6
2026-02-21,RS-006,116.0,0.0,160,2.7,6.7
2026-02-22,RS-006,160.0,88.7,160,2.9,14.8
2026-02-23,RS-006,160.0,93.7,160,3.8,11.4
2026-02-24,RS-006,151.7,0.0,160,3.4,18.4
2026-02-25,RS-006,160.0,105.8,160,2.6,12.6
2026-02-26,RS-006,151.0,0.0,160,3.7,16.9
2026-02-27,RS-006,134.9,0.0,160,3.4,8.4
2026-02-28,RS-006,160.0,112.1,160,3.3,18.6
