date,store_id,blackout_hours,generator_hours,grid_hours,diesel_consumed_liters,diesel_cost_mmk,grid_cost_mmk,solar_kwh,total_energy_cost_mmk,operating_mode_actual,operating_mode_planned,submitted_by,submitted_at
2026-02-11,RC-002,6.3,5.1,9.7,0.4,1258.0,73.0,0.0,1331.0,FULL,FULL,Ma Thida,2026-02-11 20:20:00
2026-02-12,RC-002,9.3,7.4,6.7,0.5,1514.0,50.0,0.0,1564.0,FULL,FULL,U Kyaw,2026-02-12 20:08:00
2026-02-13,RC-002,8.0,7.2,8.0,0.5,1610.0,60.0,0.0,1670.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-02-13 18:33:00
2026-02-14,RC-002,5.1,4.7,10.9,0.4,1212.0,82.0,0.0,1294.0,REDUCED,REDUCED,U Kyaw,2026-02-14 20:37:00
2026-02-15,RC-002,4.6,4.4,11.4,0.3,918.0,86.0,0.0,1004.0,FULL,FULL,U Aung Ko,2026-02-15 20:43:00
2026-02-16,RC-002,6.2,4.5,9.8,0.3,944.0,74.0,0.0,1018.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-02-16 19:50:00
2026-02-17,RC-002,4.8,4.3,11.2,0.3,962.0,84.0,0.0,1046.0,FULL,FULL,Ma Thida,2026-02-17 19:55:00
2026-02-18,RC-002,7.3,7.0,8.7,0.5,1660.0,65.0,0.0,1725.0,SELECTIVE,SELECTIVE,Ma Thida,2026-02-18 19:10:00
2026-02-19,RC-002,9.3,8.5,6.7,0.6,2041.0,50.0,0.0,2091.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-02-19 18:12:00
2026-02-20,RC-002,10.5,10.0,5.5,0.7,2216.0,41.0,0.0,2257.0,FULL,FULL,Daw Su,2026-02-20 21:22:00
2026-02-21,RC-002,6.4,5.6,9.6,0.5,1652.0,72.0,0.0,1724.0,REDUCED,REDUCED,U Aung Ko,2026-02-21 19:29:00
2026-02-22,RC-002,5.7,5.1,10.3,0.3,992.0,77.0,0.0,1069.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-02-22 19:52:00
2026-02-23,RC-002,6.6,6.6,9.4,0.4,1338.0,70.0,0.0,1408.0,FULL,FULL,Ma Thida,2026-02-23 20:34:00
2026-02-24,RC-002,7.5,6.5,8.5,0.4,1273.0,64.0,0.0,1337.0,FULL,FULL,U Kyaw,2026-02-24 21:35:00
2026-02-25,RC-002,9.1,8.3,6.9,0.6,1767.0,52.0,0.0,1819.0,SELECTIVE,SELECTIVE,Daw Su,2026-02-25 18:19:00
2026-02-26,RC-002,8.8,7.8,7.2,0.6,1854.0,54.0,0.0,1908.0,FULL,FULL,U Kyaw,2026-02-26 19:59:00
2026-02-27,RC-002,6.4,6.3,9.6,0.5,1536.0,72.0,0.0,1608.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-02-27 21:46:00
2026-02-28,RC-002,5.5,4.4,10.5,0.3,920.0,79.0,0.0,999.0,FULL,FULL,Ko Zaw,2026-02-28 19:34:00
2026-03-01,RC-002,4.5,3.5,11.5,0.3,922.0,86.0,0.0,1008.0,FULL,FULL,Ma Thida,2026-03-01 19:14:00
2026-03-02,RC-002,9.3,8.6,6.7,0.7,2093.0,50.0,0.0,2143.0,FULL,FULL,U Kyaw,2026-03-02 21:25:00
2026-03-03,RC-002,7.8,6.0,8.2,0.4,1226.0,61.0,0.0,1287.0,FULL,FULL,Daw Su,2026-03-03 21:48:00
2026-03-04,RC-002,9.5,6.7,6.5,0.4,1228.0,49.0,0.0,1277.0,FULL,FULL,Ma Thida,2026-03-04 19:49:00
2026-03-05,RC-002,6.1,5.5,9.9,0.4,1196.0,74.0,0.0,1270.0,FULL,FULL,Daw Su,2026-03-05 20:14:00
2026-03-06,RC-002,8.4,6.0,7.6,0.3,959.0,57.0,0.0,1016.0,SELECTIVE,SELECTIVE,U Kyaw,2026-03-06 18:07:00
2026-03-07,RC-002,8.1,6.1,7.9,0.4,1236.0,59.0,0.0,1295.0,FULL,FULL,Ko Zaw,2026-03-07 18:41:00
2026-03-08,RC-002,5.6,5.3,10.4,0.3,887.0,78.0,0.0,965.0,SELECTIVE,SELECTIVE,U Kyaw,2026-03-08 21:38:00
2026-03-09,RC-002,12.0,11.9,4.0,0.7,2176.0,30.0,0.0,2206.0,FULL,FULL,U Aung Ko,2026-03-09 19:36:00
2026-03-10,RC-002,6.3,5.8,9.7,0.4,1193.0,73.0,0.0,1266.0,FULL,FULL,U Aung Ko,2026-03-10 21:22:00
2026-03-11,RC-002,9.9,8.3,6.1,0.6,1876.0,46.0,0.0,1922.0,SELECTIVE,SELECTIVE,Ma Thida,2026-03-11 20:50:00
2026-03-12,RC-002,9.1,6.9,6.9,0.4,1265.0,52.0,0.0,1317.0,FULL,FULL,Ma Thida,2026-03-12 20:34:00
2026-03-13,RC-002,8.1,7.1,7.9,0.6,1805.0,59.0,0.0,1864.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-03-13 18:37:00
2026-03-14,RC-002,7.0,5.9,9.0,0.3,947.0,68.0,0.0,1015.0,FULL,FULL,U Kyaw,2026-03-14 20:04:00
2026-03-15,RC-002,7.0,6.3,9.0,0.4,1248.0,68.0,0.0,1316.0,FULL,FULL,U Kyaw,2026-03-15 19:34:00
2026-03-16,RC-002,10.3,8.3,5.7,0.6,1895.0,43.0,0.0,1938.0,FULL,FULL,U Kyaw,2026-03-16 20:49:00
2026-03-17,RC-002,10.6,9.1,5.4,0.8,2600.0,40.0,0.0,2640.0,SELECTIVE,SELECTIVE,U Kyaw,2026-03-17 18:15:00
2026-03-18,RC-002,9.4,9.2,6.6,0.5,1543.0,50.0,0.0,1593.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-03-18 20:05:00
2026-03-19,RC-002,10.7,9.4,5.3,0.7,2137.0,40.0,0.0,2177.0,FULL,FULL,Ko Zaw,2026-03-19 19:53:00
2026-03-20,RC-002,8.4,6.1,7.6,0.4,1220.0,57.0,0.0,1277.0,FULL,FULL,Daw Su,2026-03-20 19:35:00
2026-03-21,RC-002,4.4,3.5,11.6,0.3,919.0,87.0,0.0,1006.0,FULL,FULL,U Kyaw,2026-03-21 20:37:00
2026-03-22,RC-002,5.3,3.9,10.7,0.3,939.0,80.0,0.0,1019.0,FULL,FULL,Daw Su,2026-03-22 18:58:00
2026-03-23,RC-002,8.9,8.2,7.1,0.4,1269.0,53.0,0.0,1322.0,FULL,FULL,Ma Thida,2026-03-23 18:44:00
2026-03-24,RC-002,9.0,7.2,7.0,0.4,1271.0,52.0,0.0,1323.0,FULL,FULL,Daw Su,2026-03-24 18:59:00
2026-03-25,RC-002,11.8,11.4,4.2,1.0,3230.0,32.0,0.0,3262.0,REDUCED,REDUCED,Daw Su,2026-03-25 18:38:00
2026-03-26,RC-002,10.2,9.8,5.8,0.8,2538.0,44.0,0.0,2582.0,REDUCED,REDUCED,Ma Thida,2026-03-26 19:42:00
2026-03-27,RC-002,10.0,8.9,6.0,0.8,2638.0,45.0,0.0,2683.0,SELECTIVE,SELECTIVE,Ma Thida,2026-03-27 18:26:00
2026-03-28,RC-002,5.6,4.7,10.4,0.4,1268.0,78.0,0.0,1346.0,SELECTIVE,SELECTIVE,Daw Su,2026-03-28 19:09:00
2026-03-29,RC-002,7.0,5.5,9.0,0.3,1025.0,68.0,0.0,1093.0,FULL,FULL,Daw Su,2026-03-29 19:07:00
2025-10-01,RC-003,9.0,8.8,7.0,0.6,1704.0,44.0,0.0,1748.0,SELECTIVE,SELECTIVE,Ko Zaw,2025-10-01 19:11:00
2025-10-02,RC-003,9.3,7.8,6.7,0.4,1119.0,42.0,0.0,1161.0,SELECTIVE,SELECTIVE,Daw Su,2025-10-02 19:10:00
2025-10-03,RC-003,9.0,8.2,7.0,0.6,1722.0,44.0,0.0,1766.0,FULL,FULL,Daw Su,2025-10-03 19:02:00
2025-10-04,RC-003,7.3,5.9,8.7,0.3,885.0,54.0,0.0,939.0,FULL,FULL,U Kyaw,2025-10-04 21:36:00
2025-10-05,RC-003,5.0,4.4,11.0,0.2,564.0,69.0,0.0,633.0,FULL,FULL,U Kyaw,2025-10-05 19:09:00
2025-10-06,RC-003,10.3,9.6,5.7,0.5,1414.0,36.0,0.0,1450.0,FULL,FULL,U Aung Ko,2025-10-06 19:48:00
2025-10-07,RC-003,9.1,7.8,6.9,0.4,1192.0,43.0,0.0,1235.0,FULL,FULL,U Kyaw,2025-10-07 19:15:00
2025-10-08,RC-003,7.5,5.7,8.5,0.4,1170.0,53.0,0.0,1223.0,FULL,FULL,Ma Thida,2025-10-08 19:03:00
2025-10-09,RC-003,8.2,7.0,7.8,0.4,1134.0,49.0,0.0,1183.0,FULL,FULL,Ko Zaw,2025-10-09 20:14:00
2025-10-10,RC-003,8.1,7.7,7.9,0.4,1169.0,49.0,0.0,1218.0,FULL,FULL,Daw Su,2025-10-10 19:36:00
2025-10-11,RC-003,2.8,2.6,13.2,0.2,570.0,82.0,0.0,652.0,FULL,FULL,Ko Zaw,2025-10-11 19:23:00
2025-10-12,RC-003,7.0,5.8,9.0,0.3,857.0,56.0,0.0,913.0,FULL,FULL,Ko Zaw,2025-10-12 19:57:00
2025-10-13,RC-003,11.2,9.8,4.8,0.7,2045.0,30.0,0.0,2075.0,FULL,FULL,Daw Su,2025-10-13 19:12:00
2025-10-14,RC-003,9.3,8.3,6.7,0.4,1102.0,42.0,0.0,1144.0,FULL,FULL,U Aung Ko,2025-10-14 19:08:00
2025-10-15,RC-003,8.7,7.7,7.3,0.5,1388.0,46.0,0.0,1434.0,FULL,FULL,U Aung Ko,2025-10-15 18:12:00
2025-10-16,RC-003,5.9,5.8,10.1,0.3,862.0,63.0,0.0,925.0,FULL,FULL,U Kyaw,2025-10-16 19:01:00
2025-10-17,RC-003,8.2,7.3,7.8,0.4,1138.0,49.0,0.0,1187.0,SELECTIVE,SELECTIVE,Ko Zaw,2025-10-17 19:31:00
2025-10-18,RC-003,5.7,4.5,10.3,0.2,591.0,64.0,0.0,655.0,FULL,FULL,Ma Thida,2025-10-18 18:38:00
2025-10-19,RC-003,6.2,5.0,9.8,0.3,859.0,61.0,0.0,920.0,SELECTIVE,SELECTIVE,U Kyaw,2025-10-19 18:01:00
2025-10-20,RC-003,8.0,6.4,8.0,0.4,1131.0,50.0,0.0,1181.0,FULL,FULL,U Aung Ko,2025-10-20 20:37:00
2025-10-21,RC-003,11.4,10.8,4.6,0.7,2143.0,29.0,0.0,2172.0,FULL,FULL,Daw Su,2025-10-21 19:30:00
2025-10-22,RC-003,8.1,6.9,7.9,0.4,1171.0,49.0,0.0,1220.0,SELECTIVE,SELECTIVE,Daw Su,2025-10-22 18:09:00
2025-10-23,RC-003,10.5,8.7,5.5,0.5,1478.0,34.0,0.0,1512.0,FULL,FULL,U Kyaw,2025-10-23 19:01:00
2025-10-24,RC-003,9.1,8.6,6.9,0.4,1135.0,43.0,0.0,1178.0,REDUCED,REDUCED,Daw Su,2025-10-24 19:47:00
2025-10-25,RC-003,3.0,2.3,13.0,0.2,582.0,81.0,0.0,663.0,FULL,FULL,Ma Thida,2025-10-25 19:42:00
2025-10-26,RC-003,4.3,3.3,11.7,0.2,593.0,73.0,0.0,666.0,FULL,FULL,U Aung Ko,2025-10-26 19:08:00
2025-10-27,RC-003,9.7,7.5,6.3,0.4,1145.0,39.0,0.0,1184.0,SELECTIVE,SELECTIVE,Ko Zaw,2025-10-27 20:56:00
2025-10-28,RC-003,8.3,7.8,7.7,0.4,1194.0,48.0,0.0,1242.0,FULL,FULL,U Kyaw,2025-10-28 20:44:00
2025-10-29,RC-003,8.3,7.2,7.7,0.5,1454.0,48.0,0.0,1502.0,FULL,FULL,U Kyaw,2025-10-29 19:05:00
2025-10-30,RC-003,7.0,7.0,9.0,0.5,1466.0,56.0,0.0,1522.0,FULL,FULL,Daw Su,2025-10-30 20:22:00
2025-10-31,RC-003,8.5,6.3,7.5,0.3,872.0,47.0,0.0,919.0,REDUCED,REDUCED,Ko Zaw,2025-10-31 18:34:00
2025-11-01,RC-003,7.0,6.3,9.0,0.3,930.0,56.0,0.0,986.0,FULL,FULL,U Kyaw,2025-11-01 21:50:00
2025-11-02,RC-003,6.2,4.9,9.8,0.2,590.0,61.0,0.0,651.0,REDUCED,REDUCED,U Aung Ko,2025-11-02 20:53:00
2025-11-03,RC-003,9.6,7.3,6.4,0.4,1145.0,40.0,0.0,1185.0,FULL,FULL,Daw Su,2025-11-03 19:34:00
2025-11-04,RC-003,10.3,9.3,5.7,0.4,1204.0,36.0,0.0,1240.0,SELECTIVE,SELECTIVE,Ma Thida,2025-11-04 19:56:00
2025-11-05,RC-003,8.6,6.8,7.4,0.4,1138.0,46.0,0.0,1184.0,FULL,FULL,Ko Zaw,2025-11-05 21:14:00
2025-11-06,RC-003,9.8,6.9,6.2,0.3,886.0,39.0,0.0,925.0,FULL,FULL,Daw Su,2025-11-06 19:42:00
2025-11-07,RC-003,7.9,6.4,8.1,0.4,1111.0,51.0,0.0,1162.0,SELECTIVE,SELECTIVE,U Kyaw,2025-11-07 20:40:00
2025-11-08,RC-003,4.6,3.6,11.4,0.2,565.0,71.0,0.0,636.0,FULL,FULL,Daw Su,2025-11-08 19:40:00
2025-11-09,RC-003,4.4,4.1,11.6,0.3,958.0,72.0,0.0,1030.0,FULL,FULL,Ko Zaw,2025-11-09 18:22:00
2025-11-10,RC-003,7.5,5.4,8.5,0.4,1294.0,53.0,0.0,1347.0,FULL,FULL,U Aung Ko,2025-11-10 20:57:00
2025-11-11,RC-003,9.3,9.0,6.7,0.4,1274.0,42.0,0.0,1316.0,FULL,FULL,Ko Zaw,2025-11-11 19:57:00
2025-11-12,RC-003,10.0,8.7,6.0,0.4,1262.0,38.0,0.0,1300.0,FULL,FULL,U Aung Ko,2025-11-12 19:58:00
2025-11-13,RC-003,8.5,6.8,7.5,0.4,1255.0,47.0,0.0,1302.0,FULL,FULL,Ko Zaw,2025-11-13 18:44:00
2025-11-14,RC-003,9.5,7.8,6.5,0.4,1215.0,41.0,0.0,1256.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-11-14 19:53:00
2025-11-15,RC-003,3.9,3.3,12.1,0.2,619.0,76.0,0.0,695.0,FULL,FULL,U Kyaw,2025-11-15 20:30:00
2025-11-16,RC-003,4.5,3.3,11.5,0.2,622.0,72.0,0.0,694.0,FULL,FULL,Ma Thida,2025-11-16 20:37:00
2025-11-17,RC-003,6.1,5.0,9.9,0.3,968.0,62.0,0.0,1030.0,FULL,FULL,Daw Su,2025-11-17 20:15:00
2025-11-18,RC-003,10.3,7.9,5.7,0.4,1266.0,36.0,0.0,1302.0,FULL,FULL,Ma Thida,2025-11-18 20:36:00
2025-11-19,RC-003,8.8,6.6,7.2,0.4,1197.0,45.0,0.0,1242.0,SELECTIVE,SELECTIVE,Daw Su,2025-11-19 19:34:00
2025-11-20,RC-003,11.5,9.6,4.5,0.4,1262.0,28.0,0.0,1290.0,FULL,FULL,Daw Su,2025-11-20 20:20:00
2025-11-21,RC-003,8.5,8.0,7.5,0.5,1546.0,47.0,0.0,1593.0,FULL,FULL,Ma Thida,2025-11-21 19:27:00
2025-11-22,RC-003,4.6,4.2,11.4,0.2,613.0,71.0,0.0,684.0,REDUCED,REDUCED,Daw Su,2025-11-22 19:54:00
2025-11-23,RC-003,1.5,1.1,14.5,0.1,291.0,91.0,0.0,382.0,FULL,FULL,Ko Zaw,2025-11-23 20:11:00
2025-11-24,RC-003,7.1,6.5,8.9,0.4,1177.0,56.0,0.0,1233.0,REDUCED,REDUCED,Ma Thida,2025-11-24 19:38:00
2025-11-25,RC-003,7.7,5.5,8.3,0.3,880.0,52.0,0.0,932.0,FULL,FULL,U Aung Ko,2025-11-25 20:12:00
2025-11-26,RC-003,8.7,7.1,7.3,0.4,1115.0,46.0,0.0,1161.0,FULL,FULL,U Aung Ko,2025-11-26 19:15:00
2025-11-27,RC-003,8.4,7.7,7.6,0.5,1414.0,48.0,0.0,1462.0,FULL,FULL,Daw Su,2025-11-27 19:04:00
2025-11-28,RC-003,10.4,9.5,5.6,0.6,1726.0,35.0,0.0,1761.0,REDUCED,REDUCED,Ko Zaw,2025-11-28 20:25:00
2025-11-29,RC-003,4.3,3.2,11.7,0.2,585.0,73.0,0.0,658.0,FULL,FULL,Ko Zaw,2025-11-29 20:49:00
2025-11-30,RC-003,4.1,4.1,11.9,0.3,842.0,74.0,0.0,916.0,REDUCED,REDUCED,Daw Su,2025-11-30 19:17:00
2025-12-01,RC-003,7.4,6.5,8.6,0.4,1132.0,54.0,0.0,1186.0,FULL,FULL,Ko Zaw,2025-12-01 18:09:00
2025-12-02,RC-003,10.5,7.4,5.5,0.3,827.0,34.0,0.0,861.0,FULL,FULL,Ko Zaw,2025-12-02 20:38:00
2025-12-03,RC-003,9.4,7.3,6.6,0.4,1100.0,41.0,0.0,1141.0,FULL,FULL,Ma Thida,2025-12-03 19:39:00
2025-12-04,RC-003,10.0,7.2,6.0,0.4,1164.0,38.0,0.0,1202.0,FULL,FULL,Ko Zaw,2025-12-04 21:25:00
2025-12-05,RC-003,11.1,7.8,4.9,0.4,1182.0,31.0,0.0,1213.0,FULL,FULL,Ko Zaw,2025-12-05 20:45:00
2025-12-06,RC-003,5.5,3.9,10.5,0.3,853.0,66.0,0.0,919.0,FULL,FULL,Ma Thida,2025-12-06 18:23:00
2025-12-07,RC-003,4.6,3.6,11.4,0.2,586.0,71.0,0.0,657.0,FULL,FULL,Ko Zaw,2025-12-07 18:04:00
2025-12-08,RC-003,9.7,7.3,6.3,0.4,1152.0,39.0,0.0,1191.0,FULL,FULL,Ma Thida,2025-12-08 18:14:00
2025-12-09,RC-003,8.5,6.3,7.5,0.3,841.0,47.0,0.0,888.0,FULL,FULL,Ko Zaw,2025-12-09 18:32:00
2025-12-10,RC-003,10.7,8.5,5.3,0.5,1444.0,33.0,0.0,1477.0,SELECTIVE,SELECTIVE,Daw Su,2025-12-10 19:39:00
2025-12-11,RC-003,8.1,7.3,7.9,0.4,1194.0,49.0,0.0,1243.0,FULL,FULL,Ko Zaw,2025-12-11 21:51:00
2025-12-12,RC-003,10.2,8.1,5.8,0.6,1718.0,36.0,0.0,1754.0,FULL,FULL,U Kyaw,2025-12-12 21:39:00
2025-12-13,RC-003,5.1,4.0,10.9,0.3,899.0,68.0,0.0,967.0,FULL,FULL,U Kyaw,2025-12-13 21:52:00
2025-12-14,RC-003,4.9,4.1,11.1,0.2,533.0,69.0,0.0,602.0,FULL,FULL,Ko Zaw,2025-12-14 19:10:00
2025-12-15,RC-003,8.6,6.8,7.4,0.4,1179.0,46.0,0.0,1225.0,SELECTIVE,SELECTIVE,Daw Su,2025-12-15 19:02:00
2025-12-16,RC-003,10.1,7.8,5.9,0.5,1448.0,37.0,0.0,1485.0,FULL,FULL,U Aung Ko,2025-12-16 21:14:00
2025-12-17,RC-003,9.2,6.8,6.8,0.4,1148.0,42.0,0.0,1190.0,FULL,FULL,Ko Zaw,2025-12-17 20:46:00
2025-12-18,RC-003,9.2,8.1,6.8,0.5,1454.0,42.0,0.0,1496.0,SELECTIVE,SELECTIVE,Daw Su,2025-12-18 20:11:00
2025-12-19,RC-003,7.0,6.1,9.0,0.4,1100.0,56.0,0.0,1156.0,REDUCED,REDUCED,Ma Thida,2025-12-19 19:46:00
2025-12-20,RC-003,4.4,3.4,11.6,0.2,580.0,72.0,0.0,652.0,FULL,FULL,U Kyaw,2025-12-20 21:10:00
2025-12-21,RC-003,4.8,4.0,11.2,0.3,886.0,70.0,0.0,956.0,FULL,FULL,Ko Zaw,2025-12-21 18:37:00
2025-12-22,RC-003,8.1,7.4,7.9,0.4,1220.0,49.0,0.0,1269.0,FULL,FULL,Ko Zaw,2025-12-22 18:03:00
2025-12-23,RC-003,9.1,7.9,6.9,0.4,1160.0,43.0,0.0,1203.0,FULL,FULL,Ma Thida,2025-12-23 20:48:00
2025-12-24,RC-003,9.5,7.0,6.5,0.4,1154.0,41.0,0.0,1195.0,SELECTIVE,SELECTIVE,Daw Su,2025-12-24 20:42:00
2025-12-25,RC-003,7.6,6.6,8.4,0.4,1168.0,52.0,0.0,1220.0,FULL,FULL,Daw Su,2025-12-25 18:01:00
2025-12-26,RC-003,8.5,6.2,7.5,0.4,1216.0,47.0,0.0,1263.0,FULL,FULL,Ko Zaw,2025-12-26 19:28:00
2025-12-27,RC-003,7.3,6.4,8.7,0.4,1201.0,54.0,0.0,1255.0,SELECTIVE,SELECTIVE,Daw Su,2025-12-27 20:32:00
2025-12-28,RC-003,4.1,3.6,11.9,0.2,589.0,74.0,0.0,663.0,FULL,FULL,U Kyaw,2025-12-28 19:33:00
2025-12-29,RC-003,7.3,5.7,8.7,0.3,911.0,54.0,0.0,965.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-12-29 18:35:00
2025-12-30,RC-003,6.6,4.6,9.4,0.2,602.0,59.0,0.0,661.0,FULL,FULL,Ma Thida,2025-12-30 18:00:00
2025-12-31,RC-003,9.5,8.0,6.5,0.4,1236.0,41.0,0.0,1277.0,FULL,FULL,Ko Zaw,2025-12-31 20:41:00
2026-01-01,RC-003,8.8,8.3,7.2,0.4,1187.0,45.0,0.0,1232.0,FULL,FULL,Ko Zaw,2026-01-01 21:19:00
2026-01-02,RC-003,8.5,6.1,7.5,0.3,902.0,47.0,0.0,949.0,REDUCED,REDUCED,Daw Su,2026-01-02 19:09:00
2026-01-03,RC-003,4.0,3.7,12.0,0.2,602.0,75.0,0.0,677.0,FULL,FULL,Daw Su,2026-01-03 20:29:00
2026-01-04,RC-003,6.5,5.3,9.5,0.3,880.0,59.0,0.0,939.0,FULL,FULL,U Aung Ko,2026-01-04 18:01:00
2026-01-05,RC-003,10.9,9.3,5.1,0.5,1541.0,32.0,0.0,1573.0,FULL,FULL,U Kyaw,2026-01-05 20:42:00
2026-01-06,RC-003,9.1,8.1,6.9,0.4,1235.0,43.0,0.0,1278.0,FULL,FULL,Ma Thida,2026-01-06 21:57:00
2026-01-07,RC-003,8.1,7.4,7.9,0.5,1538.0,49.0,0.0,1587.0,REDUCED,REDUCED,U Aung Ko,2026-01-07 19:46:00
2026-01-08,RC-003,10.4,7.4,5.6,0.4,1226.0,35.0,0.0,1261.0,FULL,FULL,U Aung Ko,2026-01-08 20:06:00
2026-01-09,RC-003,7.7,7.0,8.3,0.5,1488.0,52.0,0.0,1540.0,FULL,FULL,Ma Thida,2026-01-09 21:58:00
2026-01-10,RC-003,3.5,2.9,12.5,0.2,613.0,78.0,0.0,691.0,FULL,FULL,U Aung Ko,2026-01-10 19:39:00
2026-01-11,RC-003,7.7,5.4,8.3,0.4,1402.0,52.0,0.0,1454.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-11 19:34:00
2026-01-12,RC-003,8.6,6.3,7.4,0.4,1390.0,46.0,0.0,1436.0,SELECTIVE,SELECTIVE,U Kyaw,2026-01-12 20:55:00
2026-01-13,RC-003,7.5,6.8,8.5,0.5,1767.0,53.0,0.0,1820.0,FULL,FULL,Daw Su,2026-01-13 20:41:00
2026-01-14,RC-003,10.7,10.4,5.3,0.5,1792.0,33.0,0.0,1825.0,FULL,FULL,U Aung Ko,2026-01-14 18:46:00
2026-01-15,RC-003,10.2,7.9,5.8,0.4,1440.0,36.0,0.0,1476.0,FULL,FULL,U Kyaw,2026-01-15 20:22:00
2026-01-16,RC-003,8.5,6.9,7.5,0.5,1788.0,47.0,0.0,1835.0,FULL,FULL,Ko Zaw,2026-01-16 18:11:00
2026-01-17,RC-003,7.8,7.6,8.2,0.4,1435.0,51.0,0.0,1486.0,FULL,FULL,Daw Su,2026-01-17 19:35:00
2026-01-18,RC-003,7.5,6.9,8.5,0.4,1426.0,53.0,0.0,1479.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-01-18 20:31:00
2026-01-19,RC-003,9.3,7.1,6.7,0.5,1710.0,42.0,0.0,1752.0,FULL,FULL,U Aung Ko,2026-01-19 20:11:00
2026-01-20,RC-003,8.8,8.2,7.2,0.6,1888.0,45.0,0.0,1933.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-01-20 20:59:00
2026-01-21,RC-003,9.7,7.9,6.3,0.4,1262.0,39.0,0.0,1301.0,FULL,FULL,Daw Su,2026-01-21 19:04:00
2026-01-22,RC-003,11.6,10.8,4.4,0.6,2009.0,28.0,0.0,2037.0,FULL,FULL,U Aung Ko,2026-01-22 21:42:00
2026-01-23,RC-003,11.1,9.7,4.9,0.6,1883.0,31.0,0.0,1914.0,FULL,FULL,U Aung Ko,2026-01-23 19:41:00
2026-01-24,RC-003,3.2,3.1,12.8,0.2,636.0,80.0,0.0,716.0,FULL,FULL,U Kyaw,2026-01-24 20:30:00
2026-01-25,RC-003,4.5,4.4,11.5,0.2,630.0,72.0,0.0,702.0,FULL,FULL,U Aung Ko,2026-01-25 20:43:00
2026-01-26,RC-003,10.0,9.4,6.0,0.5,1531.0,38.0,0.0,1569.0,REDUCED,REDUCED,Daw Su,2026-01-26 19:14:00
2026-01-27,RC-003,8.6,7.5,7.4,0.5,1623.0,46.0,0.0,1669.0,REDUCED,REDUCED,Ma Thida,2026-01-27 19:54:00
2026-01-28,RC-003,10.3,8.4,5.7,0.4,1286.0,36.0,0.0,1322.0,FULL,FULL,U Aung Ko,2026-01-28 20:22:00
2026-01-29,RC-003,8.1,6.6,7.9,0.5,1608.0,49.0,0.0,1657.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-29 19:21:00
2026-01-30,RC-003,6.8,5.5,9.2,0.3,923.0,57.0,0.0,980.0,REDUCED,REDUCED,Ko Zaw,2026-01-30 19:34:00
2026-01-31,RC-003,3.6,3.1,12.4,0.2,652.0,78.0,0.0,730.0,FULL,FULL,Ko Zaw,2026-01-31 19:40:00
2026-02-01,RC-003,3.8,3.7,12.2,0.2,607.0,76.0,0.0,683.0,FULL,FULL,U Aung Ko,2026-02-01 19:39:00
2026-02-02,RC-003,7.5,7.5,8.5,0.5,1595.0,53.0,0.0,1648.0,FULL,FULL,U Aung Ko,2026-02-02 20:12:00
2026-02-03,RC-003,8.9,8.9,7.1,0.5,1658.0,44.0,0.0,1702.0,FULL,FULL,Ko Zaw,2026-02-03 19:57:00
2026-02-04,RC-003,8.9,7.8,7.1,0.4,1223.0,44.0,0.0,1267.0,FULL,FULL,Daw Su,2026-02-04 19:40:00
2026-02-05,RC-003,7.8,6.7,8.2,0.4,1235.0,51.0,0.0,1286.0,FULL,FULL,Daw Su,2026-02-05 20:24:00
2026-02-06,RC-003,11.2,8.7,4.8,0.4,1254.0,30.0,0.0,1284.0,FULL,FULL,Ko Zaw,2026-02-06 18:14:00
2026-02-07,RC-003,3.8,3.0,12.2,0.2,617.0,76.0,0.0,693.0,FULL,FULL,U Aung Ko,2026-02-07 20:36:00
2026-02-08,RC-003,4.3,4.2,11.7,0.2,599.0,73.0,0.0,672.0,SELECTIVE,SELECTIVE,Daw Su,2026-02-08 19:45:00
2026-02-09,RC-003,7.9,6.4,8.1,0.4,1248.0,51.0,0.0,1299.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-02-09 21:36:00
2026-02-10,RC-003,9.8,7.3,6.2,0.4,1210.0,39.0,0.0,1249.0,FULL,FULL,Ma Thida,2026-02-10 21:54:00
2026-02-11,RC-003,12.0,11.9,4.0,0.7,2201.0,25.0,0.0,2226.0,FULL,FULL,U Kyaw,2026-02-11 18:48:00
2026-02-12,RC-003,9.4,8.8,6.6,0.4,1211.0,41.0,0.0,1252.0,FULL,FULL,Ma Thida,2026-02-12 21:50:00
2026-02-13,RC-003,10.7,9.9,5.3,0.5,1610.0,33.0,0.0,1643.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-02-13 20:18:00
